"","Var1","Var2","Var3","Freq"
"421","monocytes","TLS2_boundaries_0","TLS2",0.0109489051094891
"422","Alveolar_Marcophage","TLS2_boundaries_0","TLS2",0.0273722627737226
"423","Interstital_Mph_perivascular","TLS2_boundaries_0","TLS2",0.00364963503649635
"424","Alveolar_Mph_Proliferating","TLS2_boundaries_0","TLS2",0
"425","Epithelial_like Alveolar_Marcophage","TLS2_boundaries_0","TLS2",0
"426","cDC2","TLS2_boundaries_0","TLS2",0
"427","cDC3","TLS2_boundaries_0","TLS2",0
"428","pDC","TLS2_boundaries_0","TLS2",0.00364963503649635
"429","mast_cell","TLS2_boundaries_0","TLS2",0.00182481751824818
"430","Lymphatic_endothelial_cell","TLS2_boundaries_0","TLS2",0
"431","Arterial_endothelial_cell","TLS2_boundaries_0","TLS2",0.0346715328467153
"432","Pericytes","TLS2_boundaries_0","TLS2",0.0255474452554745
"433","tCAF","TLS2_boundaries_0","TLS2",0
"434","mCAF","TLS2_boundaries_0","TLS2",0.00912408759124088
"435","InfCAF","TLS2_boundaries_0","TLS2",0.00182481751824818
"436","T_like Fibroblast","TLS2_boundaries_0","TLS2",0.00364963503649635
"437","AT1_like Fibroblast","TLS2_boundaries_0","TLS2",0.00547445255474453
"438","AT1","TLS2_boundaries_0","TLS2",0.0401459854014599
"439","AT2","TLS2_boundaries_0","TLS2",0.0164233576642336
"440","AT1_proliferation","TLS2_boundaries_0","TLS2",0.00182481751824818
"441","Alveolar_Marcophage_like Epithelial","TLS2_boundaries_0","TLS2",0
"442","Tumor","TLS2_boundaries_0","TLS2",0.00182481751824818
"443","B","TLS2_boundaries_150","TLS2",0.0680345572354212
"444","Plasma","TLS2_boundaries_150","TLS2",0.233261339092873
"445","CD8_Teff","TLS2_boundaries_150","TLS2",0.0259179265658747
"446","CD8_CTL","TLS2_boundaries_150","TLS2",0.0691144708423326
"447","Mac_like CD8_CTL","TLS2_boundaries_150","TLS2",0.0118790496760259
"448","Epi_like CD8_Teff","TLS2_boundaries_150","TLS2",0.00971922246220302
"449","Fb_like CD8_Teff","TLS2_boundaries_150","TLS2",0.019438444924406
"450","CD8_Exhausted","TLS2_boundaries_150","TLS2",0
"451","CD8_proliferation","TLS2_boundaries_150","TLS2",0.0161987041036717
"452","Fb_like Mac_like Treg","TLS2_boundaries_150","TLS2",0
"453","Treg","TLS2_boundaries_150","TLS2",0.0237580993520518
"454","Th17","TLS2_boundaries_150","TLS2",0.00863930885529158
"455","monocytes","TLS2_boundaries_150","TLS2",0.0226781857451404
"456","Alveolar_Marcophage","TLS2_boundaries_150","TLS2",0.0691144708423326
"457","Interstital_Mph_perivascular","TLS2_boundaries_150","TLS2",0.0550755939524838
"458","Alveolar_Mph_Proliferating","TLS2_boundaries_150","TLS2",0.00431965442764579
"459","Epithelial_like Alveolar_Marcophage","TLS2_boundaries_150","TLS2",0.00755939524838013
"460","cDC2","TLS2_boundaries_150","TLS2",0.00755939524838013
"461","cDC3","TLS2_boundaries_150","TLS2",0.00323974082073434
"462","pDC","TLS2_boundaries_150","TLS2",0.00863930885529158
"463","mast_cell","TLS2_boundaries_150","TLS2",0.00647948164146868
"464","Lymphatic_endothelial_cell","TLS2_boundaries_150","TLS2",0.00863930885529158
"465","Arterial_endothelial_cell","TLS2_boundaries_150","TLS2",0.0755939524838013
"466","Pericytes","TLS2_boundaries_150","TLS2",0.0431965442764579
"467","tCAF","TLS2_boundaries_150","TLS2",0.00107991360691145
"468","mCAF","TLS2_boundaries_150","TLS2",0.0464362850971922
"469","InfCAF","TLS2_boundaries_150","TLS2",0.00539956803455724
"470","T_like Fibroblast","TLS2_boundaries_150","TLS2",0.00539956803455724
"471","AT1_like Fibroblast","TLS2_boundaries_150","TLS2",0.00323974082073434
"472","AT1","TLS2_boundaries_150","TLS2",0.0539956803455724
"473","AT2","TLS2_boundaries_150","TLS2",0.0799136069114471
"474","AT1_proliferation","TLS2_boundaries_150","TLS2",0.00215982721382289
"475","Alveolar_Marcophage_like Epithelial","TLS2_boundaries_150","TLS2",0.00215982721382289
"476","Tumor","TLS2_boundaries_150","TLS2",0.00215982721382289
"477","B","TLS2_boundaries_300","TLS2",0.0566860465116279
"478","Plasma","TLS2_boundaries_300","TLS2",0.215116279069767
"479","CD8_Teff","TLS2_boundaries_300","TLS2",0.0239825581395349
"480","CD8_CTL","TLS2_boundaries_300","TLS2",0.0835755813953488
"481","Mac_like CD8_CTL","TLS2_boundaries_300","TLS2",0.0218023255813953
"482","Epi_like CD8_Teff","TLS2_boundaries_300","TLS2",0.00799418604651163
"483","Fb_like CD8_Teff","TLS2_boundaries_300","TLS2",0.0196220930232558
"484","CD8_Exhausted","TLS2_boundaries_300","TLS2",0.000726744186046512
"485","CD8_proliferation","TLS2_boundaries_300","TLS2",0.0210755813953488
"486","Fb_like Mac_like Treg","TLS2_boundaries_300","TLS2",0
"487","Treg","TLS2_boundaries_300","TLS2",0.029796511627907
"488","Th17","TLS2_boundaries_300","TLS2",0.0188953488372093
"489","monocytes","TLS2_boundaries_300","TLS2",0.0167151162790698
"490","Alveolar_Marcophage","TLS2_boundaries_300","TLS2",0.0828488372093023
"491","Interstital_Mph_perivascular","TLS2_boundaries_300","TLS2",0.105377906976744
"492","Alveolar_Mph_Proliferating","TLS2_boundaries_300","TLS2",0.00218023255813953
"493","Epithelial_like Alveolar_Marcophage","TLS2_boundaries_300","TLS2",0.00218023255813953
"494","cDC2","TLS2_boundaries_300","TLS2",0.000726744186046512
"495","cDC3","TLS2_boundaries_300","TLS2",0.00508720930232558
"496","pDC","TLS2_boundaries_300","TLS2",0.0065406976744186
"497","mast_cell","TLS2_boundaries_300","TLS2",0.0065406976744186
"498","Lymphatic_endothelial_cell","TLS2_boundaries_300","TLS2",0.0065406976744186
"499","Arterial_endothelial_cell","TLS2_boundaries_300","TLS2",0.0690406976744186
"500","Pericytes","TLS2_boundaries_300","TLS2",0.0356104651162791
"501","tCAF","TLS2_boundaries_300","TLS2",0.000726744186046512
"502","mCAF","TLS2_boundaries_300","TLS2",0.0479651162790698
"503","InfCAF","TLS2_boundaries_300","TLS2",0.00508720930232558
"504","T_like Fibroblast","TLS2_boundaries_300","TLS2",0.00799418604651163
"505","AT1_like Fibroblast","TLS2_boundaries_300","TLS2",0.00581395348837209
"506","AT1","TLS2_boundaries_300","TLS2",0.0494186046511628
"507","AT2","TLS2_boundaries_300","TLS2",0.0414244186046512
"508","AT1_proliferation","TLS2_boundaries_300","TLS2",0.00218023255813953
"509","Alveolar_Marcophage_like Epithelial","TLS2_boundaries_300","TLS2",0.000726744186046512
"510","Tumor","TLS2_boundaries_300","TLS2",0
"511","B","TLS2_boundaries_450","TLS2",0.0224288840262582
"512","Plasma","TLS2_boundaries_450","TLS2",0.256564551422319
"513","CD8_Teff","TLS2_boundaries_450","TLS2",0.0207877461706783
"514","CD8_CTL","TLS2_boundaries_450","TLS2",0.0776805251641138
"515","Mac_like CD8_CTL","TLS2_boundaries_450","TLS2",0.0158643326039387
"516","Epi_like CD8_Teff","TLS2_boundaries_450","TLS2",0.00820568927789934
"517","Fb_like CD8_Teff","TLS2_boundaries_450","TLS2",0.0175054704595186
"518","CD8_Exhausted","TLS2_boundaries_450","TLS2",0.000547045951859956
"519","CD8_proliferation","TLS2_boundaries_450","TLS2",0.0158643326039387
"520","Fb_like Mac_like Treg","TLS2_boundaries_450","TLS2",0
"521","Treg","TLS2_boundaries_450","TLS2",0.0262582056892779
"522","Th17","TLS2_boundaries_450","TLS2",0.0136761487964989
"523","monocytes","TLS2_boundaries_450","TLS2",0.012582056892779
"524","Alveolar_Marcophage","TLS2_boundaries_450","TLS2",0.0793216630196937
"525","Interstital_Mph_perivascular","TLS2_boundaries_450","TLS2",0.087527352297593
"526","Alveolar_Mph_Proliferating","TLS2_boundaries_450","TLS2",0.000547045951859956
"527","Epithelial_like Alveolar_Marcophage","TLS2_boundaries_450","TLS2",0.00601750547045952
"528","cDC2","TLS2_boundaries_450","TLS2",0.00273522975929978
"529","cDC3","TLS2_boundaries_450","TLS2",0.00382932166301969
"530","pDC","TLS2_boundaries_450","TLS2",0.012582056892779
"531","mast_cell","TLS2_boundaries_450","TLS2",0.00656455142231947
"532","Lymphatic_endothelial_cell","TLS2_boundaries_450","TLS2",0.00273522975929978
"533","Arterial_endothelial_cell","TLS2_boundaries_450","TLS2",0.0536105032822757
"534","Pericytes","TLS2_boundaries_450","TLS2",0.0355579868708972
"535","tCAF","TLS2_boundaries_450","TLS2",0.000547045951859956
"536","mCAF","TLS2_boundaries_450","TLS2",0.0585339168490153
"537","InfCAF","TLS2_boundaries_450","TLS2",0.00164113785557987
"538","T_like Fibroblast","TLS2_boundaries_450","TLS2",0.00273522975929978
"539","AT1_like Fibroblast","TLS2_boundaries_450","TLS2",0.00547045951859956
"540","AT1","TLS2_boundaries_450","TLS2",0.0650984682713348
"541","AT2","TLS2_boundaries_450","TLS2",0.0820568927789934
"542","AT1_proliferation","TLS2_boundaries_450","TLS2",0.000547045951859956
"543","Alveolar_Marcophage_like Epithelial","TLS2_boundaries_450","TLS2",0.00109409190371991
"544","Tumor","TLS2_boundaries_450","TLS2",0.00328227571115974
