"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype","change"
"ECPAS",0.0370053623420658,-0.30935950385673,0.072,0.1,1,"ECPAS","boundaries_0","stable"
"FETUB",0.0371400946637413,1.85575438221256,0.015,0.004,1,"FETUB","boundaries_0","stable"
"PBK",0.0371952243944275,2.43131094628578,0.021,0.007,1,"PBK","boundaries_0","stable"
"ZGRF1",0.0372477616930558,2.82187396980789,0.018,0.005,1,"ZGRF1","boundaries_0","stable"
"S1PR3",0.0373322709677229,0.624466877356945,0.066,0.042,1,"S1PR3","boundaries_0","stable"
"NPSR1",0.0376086405758886,-1.12182733692038,0.005,0.013,1,"NPSR1","boundaries_0","stable"
"CYP27A1",0.0377102509195978,-0.518302657924366,0.021,0.036,1,"CYP27A1","boundaries_0","stable"
"CAV2",0.0377617550114153,-0.811184618912402,0.01,0.022,1,"CAV2","boundaries_0","stable"
"GNAI2",0.0378025435115608,-0.18771167021022,0.166,0.206,1,"GNAI2","boundaries_0","stable"
"ROCK1",0.0379849892596048,-0.416609618425915,0.08,0.109,1,"ROCK1","boundaries_0","stable"
"THBS2",0.0385853054787847,1.97680238356488,0.018,0.005,1,"THBS2","boundaries_0","stable"
"IFNA17",0.0386515836629867,1.41682761366844,0.018,0.005,1,"IFNA17","boundaries_0","stable"
"LILRB4",0.0387255293747374,-1.0397843844135,0.009,0.02,1,"LILRB4","boundaries_0","stable"
"DDX3X",0.0387747548746171,-0.237296530226423,0.191,0.232,1,"DDX3X","boundaries_0","stable"
"DYRK1B",0.0388021122760663,-0.949171120527074,0.022,0.038,1,"DYRK1B","boundaries_0","stable"
"ZNF683",0.0388248578131934,1.35317249379033,0.021,0.007,1,"ZNF683","boundaries_0","stable"
"IGF1",0.038870975997784,1.30852667446557,0.021,0.007,1,"IGF1","boundaries_0","stable"
"NPTN",0.0389577001904378,-0.358597299219592,0.064,0.091,1,"NPTN","boundaries_0","stable"
"FIBP",0.0392376159042444,-0.505662978625938,0.035,0.055,1,"FIBP","boundaries_0","stable"
"RAB7A",0.0392833052160216,-0.461313145015646,0.079,0.108,1,"RAB7A","boundaries_0","stable"
"ATOH7",0.0392841991788541,3.19187806321574,0.011,0.002,1,"ATOH7","boundaries_0","stable"
"DNAI1",0.0393268750408493,2.91874222333847,0.011,0.002,1,"DNAI1","boundaries_0","stable"
"DCAF1",0.0393477458907322,-0.854294566377733,0.037,0.057,1,"DCAF1","boundaries_0","stable"
"RRM2",0.0393527833727493,0.747476351601124,0.05,0.029,1,"RRM2","boundaries_0","stable"
"MMEL1",0.0395408793474171,2.48468392022311,0.011,0.002,1,"MMEL1","boundaries_0","stable"
"POTEJ",0.0396267527517801,2.78268727298816,0.011,0.002,1,"POTEJ","boundaries_0","stable"
"CHRNA2",0.0397558641175346,2.27833569483753,0.011,0.002,1,"CHRNA2","boundaries_0","stable"
"TSPAN7",0.0398831487813963,-1.11795783620797,0.008,0.018,1,"TSPAN7","boundaries_0","stable"
"RERG",0.0403194715110536,-1.07744818268839,0.007,0.016,1,"RERG","boundaries_0","stable"
"APOM",0.0403570938632437,1.63852527708316,0.033,0.016,1,"APOM","boundaries_0","stable"
"DPM1",0.0406847745628909,-0.408958554139157,0.047,0.069,1,"DPM1","boundaries_0","stable"
"LAPTM4B",0.0407176026460932,-0.478700889855106,0.049,0.071,1,"LAPTM4B","boundaries_0","stable"
"CEP55",0.0407352445546963,1.41311306238215,0.026,0.011,1,"CEP55","boundaries_0","stable"
"ENOSF1",0.0407834807086387,0.201994791935887,0.027,0.046,1,"ENOSF1","boundaries_0","stable"
"ATF6",0.0409339312196426,-0.304809140198345,0.046,0.069,1,"ATF6","boundaries_0","stable"
"FN3KRP",0.0411303341910931,-0.31421973888763,0.032,0.051,1,"FN3KRP","boundaries_0","stable"
"GSR",0.0412998650231205,-0.477091485932543,0.068,0.095,1,"GSR","boundaries_0","stable"
"FBXW7",0.0413195545368824,2.03629457019234,0.028,0.013,1,"FBXW7","boundaries_0","stable"
"ITGAX",0.0415122412106881,-0.427530819957367,0.034,0.053,1,"ITGAX","boundaries_0","stable"
"FOXP3",0.0417724754028519,-0.738246418163173,0.018,0.033,1,"FOXP3","boundaries_0","stable"
"MCM3AP",0.0419351241710533,-0.141726094858089,0.084,0.115,1,"MCM3AP","boundaries_0","stable"
"NPPA",0.0419947603442415,1.68881968186867,0.023,0.009,1,"NPPA","boundaries_0","stable"
"RPF1",0.042079364906621,-0.575224469504661,0.031,0.049,1,"RPF1","boundaries_0","stable"
"R3HDM2",0.0422751655304771,-0.355048732815568,0.048,0.071,1,"R3HDM2","boundaries_0","stable"
"KIF20A",0.0425559299688938,1.55168140667766,0.023,0.009,1,"KIF20A","boundaries_0","stable"
"CYLD",0.0426841477542588,-0.164009664563419,0.214,0.263,1,"CYLD","boundaries_0","stable"
"PANK2",0.0426996720044712,-0.584766989289831,0.028,0.046,1,"PANK2","boundaries_0","stable"
"SMC1A",0.0429903979196421,0.752761859575207,0.122,0.093,1,"SMC1A","boundaries_0","stable"
"MFAP5",0.0431909714113091,3.03436142382471,0.014,0.004,1,"MFAP5","boundaries_0","stable"
"HS3ST5",0.0432522465341002,2.99924193216425,0.014,0.004,1,"HS3ST5","boundaries_0","stable"
"GRIK5",0.0433340569906615,2.63079042454338,0.014,0.004,1,"GRIK5","boundaries_0","stable"
"MMP21",0.0435186041834524,2.6543714506529,0.014,0.004,1,"MMP21","boundaries_0","stable"
"SOX1",0.0436008414887398,2.54415930367987,0.014,0.004,1,"SOX1","boundaries_0","stable"
"TCL1A",0.0437288169932387,0.893051701236883,0.033,0.016,1,"TCL1A","boundaries_0","stable"
"ENPEP",0.0439273669598825,2.14346723743131,0.02,0.007,1,"ENPEP","boundaries_0","stable"
"KPNA3",0.0439437581364657,-0.595021385619598,0.018,0.033,1,"KPNA3","boundaries_0","stable"
"VPS50",0.0440708581229653,-1.07732284674525,0.024,0.04,1,"VPS50","boundaries_0","stable"
"SELE",0.044159373316622,2.11015061928102,0.014,0.004,1,"SELE","boundaries_0","stable"
"ST6GAL1",0.0442903455474745,-0.619507707896601,0.061,0.086,1,"ST6GAL1","boundaries_0","stable"
"HEATR5B",0.0444046899415029,-0.442598488078827,0.018,0.033,1,"HEATR5B","boundaries_0","stable"
"TSLP",0.0444513521830984,1.40723324908865,0.014,0.004,1,"TSLP","boundaries_0","stable"
"TOMM40",0.0445796388534395,-0.803993534663829,0.013,0.026,1,"TOMM40","boundaries_0","stable"
"MAK",0.0446579138601365,1.74915168824474,0.02,0.007,1,"MAK","boundaries_0","stable"
"PSMC5",0.0448132413418584,-0.298845358056423,0.14,0.177,1,"PSMC5","boundaries_0","stable"
"CCT8",0.0451424715674836,-0.255949861060039,0.138,0.175,1,"CCT8","boundaries_0","stable"
"SPATS2L",0.0451698139973701,-0.55259322917786,0.038,0.058,1,"SPATS2L","boundaries_0","stable"
"PTK2B",0.0451879669032589,0.451247999338456,0.203,0.168,1,"PTK2B","boundaries_0","stable"
"RCAN2",0.0453137293637222,1.68040756653495,0.017,0.005,1,"RCAN2","boundaries_0","stable"
"DNAJC10",0.0453228615065503,-0.175571122649478,0.112,0.148,1,"DNAJC10","boundaries_0","stable"
"PEBP4",0.0453388514936191,-0.677241075761761,0.013,0.026,1,"PEBP4","boundaries_0","stable"
"ATXN1L",0.045367494826411,-0.859444860348284,0.017,0.031,1,"ATXN1L","boundaries_0","stable"
"GNL2",0.045477052043278,1.29848509919566,0.042,0.024,1,"GNL2","boundaries_0","stable"
"RMND5A",0.0455833842733886,-0.22441989862151,0.065,0.091,1,"RMND5A","boundaries_0","stable"
"IL1RAP",0.0457193133019214,1.11751518140258,0.02,0.007,1,"IL1RAP","boundaries_0","stable"
"MAP4K5",0.045722527160283,-0.716644377380922,0.013,0.026,1,"MAP4K5","boundaries_0","stable"
"WWP1",0.0457972891186806,-0.406503347503441,0.055,0.078,1,"WWP1","boundaries_0","stable"
"GANC",0.0458197848198628,-0.504878274392028,0.021,0.036,1,"GANC","boundaries_0","stable"
"LRPPRC",0.0461168002866619,-0.179668087950311,0.056,0.08,1,"LRPPRC","boundaries_0","stable"
"DPP8",0.0462320750651773,-0.386454288874868,0.031,0.049,1,"DPP8","boundaries_0","stable"
"NRROS",0.0465803748509399,-1.27932456950217,0.016,0.029,1,"NRROS","boundaries_0","stable"
"IL12B",0.0467471670586484,3.49694901688012,0.011,0.002,1,"IL12B","boundaries_0","stable"
"KIF1A",0.0467471712476357,5.43580192888064,0.011,0.002,1,"KIF1A","boundaries_0","stable"
"LRRC15",0.0467471733421294,5.22588794326464,0.011,0.002,1,"LRRC15","boundaries_0","stable"
"CLEC5A",0.0467978225938038,4.42137712246491,0.011,0.002,1,"CLEC5A","boundaries_0","stable"
"SOX14",0.0467978225938038,3.57471010656935,0.011,0.002,1,"SOX14","boundaries_0","stable"
"BCAR1",0.0468485222101874,3.42658976584762,0.011,0.002,1,"BCAR1","boundaries_0","stable"
"PLN",0.046899261737404,3.25766772281797,0.011,0.002,1,"PLN","boundaries_0","stable"
"CDH13",0.0469500558954591,3.12828368653291,0.011,0.002,1,"CDH13","boundaries_0","stable"
"MASP1",0.0471536766181412,2.66887197552841,0.011,0.002,1,"MASP1","boundaries_0","stable"
"PRMT8",0.0472046982278708,2.62471764062567,0.011,0.002,1,"PRMT8","boundaries_0","stable"
"L1CAM",0.047255768370959,2.80190219788648,0.011,0.002,1,"L1CAM","boundaries_0","stable"
"KCNK16",0.0473068828627895,2.61022527678268,0.011,0.002,1,"KCNK16","boundaries_0","stable"
"SEPTIN5",0.0474203713317569,1.13116876080728,0.033,0.016,1,"SEPTIN5","boundaries_0","stable"
"NR0B2",0.0474605053900028,2.19019442317814,0.011,0.002,1,"NR0B2","boundaries_0","stable"
"MAPK1",0.047480552373651,-0.54794347548227,0.049,0.071,1,"MAPK1","boundaries_0","stable"
"ADAM10",0.0474855046609853,-0.180002182848665,0.072,0.1,1,"ADAM10","boundaries_0","stable"
"NECAB2",0.0475631447971356,2.03814452060306,0.011,0.002,1,"NECAB2","boundaries_0","stable"
"PLEKHB2",0.0476111366099322,-0.373729259759953,0.024,0.04,1,"PLEKHB2","boundaries_0","stable"
"CEP128",0.0476346066273275,-0.923264392597602,0.012,0.024,1,"CEP128","boundaries_0","stable"
"SRA1",0.0476594145042844,0.889055460399656,0.047,0.027,1,"SRA1","boundaries_0","stable"
"FCGR2A",0.0477441260899449,1.59656829397458,0.042,0.024,1,"FCGR2A","boundaries_0","stable"
"TRAF2",0.0478952879009033,-0.401419767354532,0.033,0.051,1,"TRAF2","boundaries_0","stable"
"DICER1",0.047986114579348,-0.641543646898092,0.034,0.053,1,"DICER1","boundaries_0","stable"
"OGT",0.0480043726824906,-0.170234995632749,0.214,0.261,1,"OGT","boundaries_0","stable"
"TOX",0.049201254919649,-0.771300885982385,0.023,0.038,1,"TOX","boundaries_0","stable"
"DPP4",0.0493414671591559,-0.824612577858865,0.012,0.024,1,"DPP4","boundaries_0","stable"
"NRDE2",0.0494216150661324,-0.816575713367276,0.016,0.029,1,"NRDE2","boundaries_0","stable"
"CCT6A",0.0494491049964734,-0.373471320106878,0.07,0.097,1,"CCT6A","boundaries_0","stable"
"SHARPIN",0.0495561697085235,1.52890022736832,0.027,0.013,1,"SHARPIN","boundaries_0","stable"
"CTSH",0.0496402970653285,-0.423642606431965,0.062,0.086,1,"CTSH","boundaries_0","stable"
"PTGER4",0.0496747125707167,-0.636112662334037,0.02,0.035,1,"PTGER4","boundaries_0","stable"
"TNFRSF9",0.0500826662461422,0.637670579413542,0.056,0.035,1,"TNFRSF9","boundaries_0","stable"
"TBXAS1",0.0500844460051963,-0.517230272340539,0.02,0.035,1,"TBXAS1","boundaries_0","stable"
"TPTE",0.0501928870484865,0.942905826887573,0.033,0.016,1,"TPTE","boundaries_0","stable"
"PRPF19",0.0504018672655049,-0.305490705883952,0.034,0.053,1,"PRPF19","boundaries_0","stable"
"ANKRD13D",0.0504479001988086,-0.484167348887069,0.026,0.042,1,"ANKRD13D","boundaries_0","stable"
"LSM12",0.0504875320821039,-0.43235187606247,0.064,0.089,1,"LSM12","boundaries_0","stable"
"TFE3",0.050490574796383,-0.435505364240878,0.037,0.057,1,"TFE3","boundaries_0","stable"
"P4HB",0.0507487603474393,0.597204407674697,0.232,0.203,1,"P4HB","boundaries_0","stable"
"EIPR1",0.0507958298712658,-0.384984569547611,0.02,0.035,1,"EIPR1","boundaries_0","stable"
"MLH1",0.0510811502545673,-0.608082368209888,0.043,0.064,1,"MLH1","boundaries_0","stable"
"HSPA1L",0.0514833127129576,2.49953380546018,0.014,0.004,1,"HSPA1L","boundaries_0","stable"
"VSX2",0.0515798160901783,2.33074837225836,0.014,0.004,1,"VSX2","boundaries_0","stable"
"STAT3",0.0516440113253467,-0.291601940476427,0.089,0.119,1,"STAT3","boundaries_0","stable"
"GYPB",0.0517699160161338,1.76472803126649,0.019,0.007,1,"GYPB","boundaries_0","stable"
"NUTF2",0.05184991926198,-0.227405183292262,0.059,0.084,1,"NUTF2","boundaries_0","stable"
"IFI35",0.051857569178434,-0.224333595955034,0.035,0.055,1,"IFI35","boundaries_0","stable"
"SLC2A4RG",0.0518902415737745,-0.395342244505129,0.046,0.068,1,"SLC2A4RG","boundaries_0","stable"
"KMT2D",0.0519114884515128,-0.347238887064407,0.068,0.095,1,"KMT2D","boundaries_0","stable"
"SDHA",0.0519269400952446,-0.181166317552199,0.196,0.239,1,"SDHA","boundaries_0","stable"
"DAPK1",0.0519283708897143,-0.446927013989341,0.011,0.022,1,"DAPK1","boundaries_0","stable"
"PTPA",0.0519629295336392,-0.186884237322692,0.038,0.058,1,"PTPA","boundaries_0","stable"
"ITGB4",0.0519633405270425,1.93662792575992,0.025,0.011,1,"ITGB4","boundaries_0","stable"
"WWP2",0.0520648434103255,-0.36613281082343,0.045,0.066,1,"WWP2","boundaries_0","stable"
"ENG",0.0520765809275604,-0.287650525202229,0.029,0.046,1,"ENG","boundaries_0","stable"
"HIF1A",0.0523013440384847,-0.227315360499008,0.139,0.175,1,"HIF1A","boundaries_0","stable"
"GJA1",0.0523146105003051,1.48073536507444,0.019,0.007,1,"GJA1","boundaries_0","stable"
"HOPX",0.0523997265840095,-0.457837930969553,0.023,0.038,1,"HOPX","boundaries_0","stable"
"ACVR1B",0.0524469378105461,-1.35568017533882,0.019,0.033,1,"ACVR1B","boundaries_0","stable"
"LTBP2",0.0525417415919568,0.533777124144614,0.075,0.051,1,"LTBP2","boundaries_0","stable"
"DEFA1",0.0526166332300869,2.02154452923542,0.017,0.005,1,"DEFA1","boundaries_0","stable"
"DPYSL2",0.0527715015210466,-0.686708788897316,0.042,0.062,1,"DPYSL2","boundaries_0","stable"
"DNM2",0.0529073283203926,0.419277117116527,0.187,0.157,1,"DNM2","boundaries_0","stable"
"CD226",0.0529764708888626,-0.646112040054112,0.019,0.033,1,"CD226","boundaries_0","stable"
"SMCHD1",0.0532862709786234,-0.401198451759023,0.084,0.111,1,"SMCHD1","boundaries_0","stable"
"CD93",0.0533899742306958,-1.00640203585537,0.022,0.036,1,"CD93","boundaries_0","stable"
"C3AR1",0.0534886258720949,-1.02068393730001,0.01,0.02,1,"C3AR1","boundaries_0","stable"
"TMEM45A",0.0535118841445507,1.50246538993256,0.025,0.011,1,"TMEM45A","boundaries_0","stable"
"RGPD8",0.0536618813768327,0.740782905868636,0.1,0.075,1,"RGPD8","boundaries_0","stable"
"RFTN1",0.0538833168755632,-0.384993089653477,0.072,0.099,1,"RFTN1","boundaries_0","stable"
"AP2M1",0.0539746547430629,-0.281462837757557,0.122,0.155,1,"AP2M1","boundaries_0","stable"
"PXN",0.0540867440317819,0.91187542458002,0.057,0.036,1,"PXN","boundaries_0","stable"
"PREP",0.0541006493786645,-0.469162057231125,0.048,0.069,1,"PREP","boundaries_0","stable"
"SMAD1",0.0542853411163423,-0.865391616957046,0.01,0.02,1,"SMAD1","boundaries_0","stable"
"FZR1",0.0548516582964438,-0.575639549036341,0.027,0.044,1,"FZR1","boundaries_0","stable"
"ST14",0.0548798718950051,0.89298470303969,0.055,0.035,1,"ST14","boundaries_0","stable"
"SHC1",0.0550939781150507,-0.409873081867188,0.066,0.091,1,"SHC1","boundaries_0","stable"
"RASGRP1",0.0553646846476887,-0.388448418472827,0.067,0.091,1,"RASGRP1","boundaries_0","stable"
"IRF1",0.0555551143446161,0.373521119224311,0.251,0.221,1,"IRF1","boundaries_0","stable"
"AAMP",0.0556797855285785,-0.798829687037621,0.039,0.058,1,"AAMP","boundaries_0","stable"
"NCOA3",0.0558022138534877,-0.430808142402326,0.09,0.117,1,"NCOA3","boundaries_0","stable"
"TCIM",0.0559784405882421,0.255852903169876,0.122,0.093,1,"TCIM","boundaries_0","stable"
"DYRK1A",0.0559916509495828,-0.451139832242443,0.07,0.095,1,"DYRK1A","boundaries_0","stable"
"RPA3",0.0560262506370857,0.792967911430579,0.068,0.046,1,"RPA3","boundaries_0","stable"
"LMBR1L",0.05622612077438,-0.523865073939014,0.038,0.057,1,"LMBR1L","boundaries_0","stable"
"PALLD",0.0562665506003476,1.16194694168497,0.037,0.02,1,"PALLD","boundaries_0","stable"
"ELFN1",0.0563390379750051,3.15274210505823,0.01,0.002,1,"ELFN1","boundaries_0","stable"
"XCR1",0.0565823262630271,2.78632779986549,0.01,0.002,1,"XCR1","boundaries_0","stable"
"SAPCD2",0.0566891100066287,1.73569797945964,0.022,0.009,1,"SAPCD2","boundaries_0","stable"
"PHETA1",0.056704301652572,2.45997644464202,0.01,0.002,1,"PHETA1","boundaries_0","stable"
"HBZ",0.0570715338998284,1.63090507950583,0.01,0.002,1,"HBZ","boundaries_0","stable"
"PTGIR",0.0571106347992962,-0.992666270276388,0.009,0.018,1,"PTGIR","boundaries_0","stable"
"RHD",0.0571702001177488,1.62899026805963,0.029,0.015,1,"RHD","boundaries_0","stable"
"FLII",0.057562547952424,-0.474932176289964,0.099,0.128,1,"FLII","boundaries_0","stable"
"YTHDC2",0.0577292861138423,0.869940712804805,0.05,0.031,1,"YTHDC2","boundaries_0","stable"
"YJEFN3",0.0578091950761041,-1.41779251884061,0.014,0.026,1,"YJEFN3","boundaries_0","stable"
"PRPS2",0.0580228512264717,-0.478732781641793,0.022,0.036,1,"PRPS2","boundaries_0","stable"
"SYVN1",0.0582653706715005,-0.260314879347497,0.076,0.102,1,"SYVN1","boundaries_0","stable"
"SHBG",0.0584070432444708,-1.31791259882321,0.004,0.011,1,"SHBG","boundaries_0","stable"
"IKZF2",0.0585988296200004,1.69827083720942,0.031,0.016,1,"IKZF2","boundaries_0","stable"
"CACYBP",0.0586682782619867,-0.433021838196369,0.035,0.053,1,"CACYBP","boundaries_0","stable"
"TDO2",0.0587098293629255,-1.10179795368833,0.004,0.011,1,"TDO2","boundaries_0","stable"
"PTK2",0.058787314812584,0.859143308436799,0.067,0.046,1,"PTK2","boundaries_0","stable"
"LCAT",0.0589312771863267,2.41436108505557,0.019,0.007,1,"LCAT","boundaries_0","stable"
"MYH10",0.0591128811128087,2.07873598174885,0.019,0.007,1,"MYH10","boundaries_0","stable"
"CYBB",0.0593787220400959,-0.512625491544573,0.084,0.109,1,"CYBB","boundaries_0","stable"
"WDR26",0.0594120820624304,-0.152005852734544,0.176,0.215,1,"WDR26","boundaries_0","stable"
"ARRDC3",0.0596167777733433,-0.360895522950785,0.048,0.069,1,"ARRDC3","boundaries_0","stable"
"EBI3",0.0600739385260033,1.90897934617127,0.019,0.007,1,"EBI3","boundaries_0","stable"
"LRP6",0.060190911955906,-0.505330260794775,0.021,0.035,1,"LRP6","boundaries_0","stable"
"NR1H3",0.0602535346115965,-0.519791989732877,0.035,0.053,1,"NR1H3","boundaries_0","stable"
"PGAP1",0.060466478807801,-1.43473462472003,0.006,0.015,1,"PGAP1","boundaries_0","stable"
"CD22",0.0604951230562965,0.408344345963727,0.18,0.146,1,"CD22","boundaries_0","stable"
"VGF",0.0605997178910896,3.61990575417266,0.013,0.004,1,"VGF","boundaries_0","stable"
"GHITM",0.0606410822583504,-0.195708898201072,0.08,0.108,1,"GHITM","boundaries_0","stable"
"KCNK2",0.060768827363777,2.94446538947772,0.013,0.004,1,"KCNK2","boundaries_0","stable"
"IKBKG",0.0607938423670807,-0.414231813417503,0.038,0.057,1,"IKBKG","boundaries_0","stable"
"KISS1R",0.0610515591732988,2.35239526821322,0.013,0.004,1,"KISS1R","boundaries_0","stable"
"TFPI2",0.061136164242303,2.6323426300417,0.016,0.005,1,"TFPI2","boundaries_0","stable"
"INHBA",0.0611413527949628,1.54365435679135,0.019,0.007,1,"INHBA","boundaries_0","stable"
"DCLK1",0.0611649549912371,2.60067436618574,0.013,0.004,1,"DCLK1","boundaries_0","stable"
"LGALS13",0.0612217222427242,2.43300356637166,0.013,0.004,1,"LGALS13","boundaries_0","stable"
"ZBED9",0.0614492118585246,2.37245086090735,0.013,0.004,1,"ZBED9","boundaries_0","stable"
"SHFL",0.0614783622153846,-0.725960816436568,0.023,0.038,1,"SHFL","boundaries_0","stable"
"NIFK",0.0615315409452251,0.853345269778015,0.057,0.036,1,"NIFK","boundaries_0","stable"
"CA14",0.0615692852566696,-0.714614567521752,0.006,0.015,1,"CA14","boundaries_0","stable"
"SMPDL3B",0.061673630611625,2.3715721160106,0.016,0.005,1,"SMPDL3B","boundaries_0","stable"
"PTK6",0.0617345576684143,2.37832381849274,0.013,0.004,1,"PTK6","boundaries_0","stable"
"TBX19",0.0620281966562407,-0.675347283868714,0.006,0.015,1,"TBX19","boundaries_0","stable"
"TUBB3",0.0620599338163082,2.3377304337632,0.016,0.005,1,"TUBB3","boundaries_0","stable"
"CCDC124",0.0622127606659552,-1.03516590627683,0.013,0.024,1,"CCDC124","boundaries_0","stable"
"MXD1",0.0622339433355153,1.45599143239689,0.024,0.011,1,"MXD1","boundaries_0","stable"
"CDH11",0.0625387732331688,-0.650188466796745,0.017,0.029,1,"CDH11","boundaries_0","stable"
"CCDC136",0.0625781019715739,1.76148788266819,0.016,0.005,1,"CCDC136","boundaries_0","stable"
"TKT",0.0627533338068732,-0.272589222910931,0.094,0.122,1,"TKT","boundaries_0","stable"
"PRM1",0.0628907271163367,1.35902308267522,0.016,0.005,1,"PRM1","boundaries_0","stable"
"STK32C",0.0628907271163367,1.24938610305366,0.016,0.005,1,"STK32C","boundaries_0","stable"
"TRPM7",0.0630322891687081,-0.628073410306323,0.057,0.078,1,"TRPM7","boundaries_0","stable"
"EYA1",0.0630475167075543,1.45675534142546,0.016,0.005,1,"EYA1","boundaries_0","stable"
"LONRF3",0.0630705753731987,-1.10692816729346,0.013,0.024,1,"LONRF3","boundaries_0","stable"
"TRPM1",0.0630998527382591,1.35103460654798,0.016,0.005,1,"TRPM1","boundaries_0","stable"
"PAX3",0.0633357963713643,1.39030024661641,0.016,0.005,1,"PAX3","boundaries_0","stable"
"LY96",0.0634228774340997,-0.342298728302245,0.047,0.068,1,"LY96","boundaries_0","stable"
"HOXA11",0.0635724947840225,1.26962063973875,0.016,0.005,1,"HOXA11","boundaries_0","stable"
"THY1",0.0640923947205278,0.690648693135373,0.172,0.144,1,"THY1","boundaries_0","stable"
"TP53BP1",0.0642353246127521,-0.58323146053386,0.038,0.057,1,"TP53BP1","boundaries_0","stable"
"ERCC4",0.0642896869382452,1.3195534625108,0.026,0.013,1,"ERCC4","boundaries_0","stable"
"ACTL6A",0.0642971112154514,1.06238460743811,0.043,0.026,1,"ACTL6A","boundaries_0","stable"
"IL6R",0.0654157811889951,-0.3219188047598,0.035,0.053,1,"IL6R","boundaries_0","stable"
"NAIP",0.0654173616000037,0.500160444799342,0.145,0.117,1,"NAIP","boundaries_0","stable"
"ELN",0.0655637058472992,1.86199340950091,0.021,0.009,1,"ELN","boundaries_0","stable"
"DNPEP",0.0656801291447976,1.58673661301555,0.021,0.009,1,"DNPEP","boundaries_0","stable"
"EZH2",0.0660474501661081,0.991879999642139,0.045,0.027,1,"EZH2","boundaries_0","stable"
"PCAT1",0.0664050669646973,1.4613872104763,0.035,0.02,1,"PCAT1","boundaries_0","stable"
"FOSL1",0.0664292775584636,1.41874514689359,0.021,0.009,1,"FOSL1","boundaries_0","stable"
"PLEC",0.0666434924226638,-0.129012318506335,0.166,0.206,1,"PLEC","boundaries_0","stable"
"C4A",0.0669128485678064,-0.140746243685805,0.039,0.058,1,"C4A","boundaries_0","stable"
"ARG2",0.0671617217964396,1.3687009489406,0.021,0.009,1,"ARG2","boundaries_0","stable"
"CTNND1",0.0671862299100341,-0.159264434200889,0.071,0.097,1,"CTNND1","boundaries_0","stable"
"GABRD",0.0672299387330829,4.406098925298,0.01,0.002,1,"GABRD","boundaries_0","stable"
"GLT8D2",0.0672299387330829,3.88121855505794,0.01,0.002,1,"GLT8D2","boundaries_0","stable"
"TNC",0.0672329555486828,1.45436518419708,0.021,0.009,1,"TNC","boundaries_0","stable"
"SERPINB5",0.0673021570642017,3.27881880521422,0.01,0.002,1,"SERPINB5","boundaries_0","stable"
"DDC",0.0673021599619219,3.96939797531092,0.01,0.002,1,"DDC","boundaries_0","stable"
"FOXL2",0.0673021599619219,3.1559752010634,0.01,0.002,1,"FOXL2","boundaries_0","stable"
"GRM4",0.0673021599619219,3.49383919144474,0.01,0.002,1,"GRM4","boundaries_0","stable"
"ANO3",0.0673744421276742,3.45657183506646,0.01,0.002,1,"ANO3","boundaries_0","stable"
"ZNF469",0.0673744450271899,3.28689322225401,0.01,0.002,1,"ZNF469","boundaries_0","stable"
"TRUB1",0.0674343674764411,1.21856424160032,0.029,0.015,1,"TRUB1","boundaries_0","stable"
"NPC1L1",0.0675192039221304,3.24567823319627,0.01,0.002,1,"NPC1L1","boundaries_0","stable"
"SIGLEC11",0.0675554343303233,2.84834382975582,0.01,0.002,1,"SIGLEC11","boundaries_0","stable"
"NTN4",0.0676410647273768,-0.433472301008909,0.019,0.033,1,"NTN4","boundaries_0","stable"
"MAB21L1",0.0676642215370277,2.66762064979038,0.01,0.002,1,"MAB21L1","boundaries_0","stable"
"TRPC3",0.0677368234675741,2.67133868551424,0.01,0.002,1,"TRPC3","boundaries_0","stable"
"OPRM1",0.0677368263760707,2.37171367775245,0.01,0.002,1,"OPRM1","boundaries_0","stable"
"CACUL1",0.0677404918167584,-0.38104382727454,0.034,0.051,1,"CACUL1","boundaries_0","stable"
"PRAME",0.0678094981992425,2.61228259746135,0.01,0.002,1,"PRAME","boundaries_0","stable"
"RGS5",0.0678525697397134,-0.833544847835108,0.011,0.022,1,"RGS5","boundaries_0","stable"
"DUOXA2",0.0678822312273385,2.57734879688829,0.01,0.002,1,"DUOXA2","boundaries_0","stable"
"MFF",0.0680840260967192,-0.15046948042222,0.062,0.086,1,"MFF","boundaries_0","stable"
"SERPINB4",0.0683199750722897,1.90768972787026,0.01,0.002,1,"SERPINB4","boundaries_0","stable"
"WBP2",0.0684892271417027,-0.355671846903528,0.069,0.093,1,"WBP2","boundaries_0","stable"
"CD79A",0.0685403385567613,0.319703169107691,0.243,0.206,1,"CD79A","boundaries_0","stable"
"FCRL5",0.0685505785991735,0.366176892906871,0.08,0.057,1,"FCRL5","boundaries_0","stable"
"SP110",0.0691778276938718,0.44107311491062,0.158,0.13,1,"SP110","boundaries_0","stable"
"ATXN1",0.0695718995007443,-0.262013307808577,0.034,0.051,1,"ATXN1","boundaries_0","stable"
"IRF2BPL",0.069893062099801,-0.419939776051161,0.04,0.058,1,"IRF2BPL","boundaries_0","stable"
"NUDCD1",0.0699499077658744,-0.270651481363384,0.034,0.051,1,"NUDCD1","boundaries_0","stable"
"LACC1",0.0704179718608767,1.58070861126839,0.023,0.011,1,"LACC1","boundaries_0","stable"
