"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype","change"
"ZFPL13",0.000109611174840921,0.187652474025149,0.058,0.033,0.548165485379448,"ZFPL1","boundaries_450","stable"
"COL4A33",0.000112268862751178,-1.31002819504577,0.01,0.022,0.561456582618642,"COL4A3","boundaries_450","stable"
"STX1A3",0.000112272196824525,0.284237484789366,0.032,0.014,0.561473256319447,"STX1A","boundaries_450","stable"
"ALPK32",0.000114632989441822,0.612225551033679,0.026,0.01,0.573279580198554,"ALPK3","boundaries_450","stable"
"SP1402",0.000115154359957238,0.135520390742153,0.112,0.077,0.575886954146147,"SP140","boundaries_450","stable"
"ERCC51",0.00011649608873259,0.10545860579386,0.094,0.062,0.58259693975168,"ERCC5","boundaries_450","stable"
"POLH2",0.000118064886729235,0.201378272075205,0.076,0.048,0.590442498532903,"POLH","boundaries_450","stable"
"CHFR3",0.000118643369685573,0.143516278402033,0.104,0.071,0.593335491797552,"CHFR","boundaries_450","stable"
"ITGAV3",0.00011945716099276,-0.153091632044778,0.07,0.043,0.597405262124794,"ITGAV","boundaries_450","stable"
"ADAMTS14",0.000119826164420743,0.340038722883898,0.105,0.073,0.599250648268135,"ADAMTS1","boundaries_450","stable"
"CNTNAP33",0.000122012999830344,0.28429285160751,0.039,0.019,0.610187012151549,"CNTNAP3","boundaries_450","stable"
"TYRO33",0.000123236054595259,0.496932066868359,0.028,0.011,0.616303509030891,"TYRO3","boundaries_450","stable"
"UBE2D13",0.000124967534262718,0.352329560279367,0.066,0.04,0.624962638847854,"UBE2D1","boundaries_450","stable"
"CDC42BPG3",0.000125357659101494,-0.257357763514745,0.038,0.019,0.626913653166571,"CDC42BPG","boundaries_450","stable"
"USF13",0.000130058154173973,0.22618683217193,0.071,0.044,0.65042082902404,"USF1","boundaries_450","stable"
"TSC22",0.00013016398627598,-0.113733510778722,0.104,0.07,0.650950095366178,"TSC2","boundaries_450","stable"
"ZNF4693",0.000130220518411584,1.21430877737401,0.022,0.008,0.651232812576333,"ZNF469","boundaries_450","stable"
"BDNF2",0.000131480987738339,0.681570183395145,0.017,0.005,0.657536419679432,"BDNF","boundaries_450","stable"
"IL63",0.000137639287000021,0.663442383158918,0.042,0.022,0.688334074287105,"IL6","boundaries_450","stable"
"MIEN11",0.000138678570489509,0.146824798507242,0.048,0.026,0.693531531018034,"MIEN1","boundaries_450","stable"
"GLYR12",0.00013920176292431,0.254708973673762,0.05,0.028,0.696148016384475,"GLYR1","boundaries_450","stable"
"FAM193A3",0.000144553929867858,0.141108815149552,0.069,0.043,0.722914203269157,"FAM193A","boundaries_450","stable"
"SCIMP3",0.000146699740046764,0.601694854126117,0.068,0.043,0.733645399973865,"SCIMP","boundaries_450","stable"
"SLC4A1AP1",0.000147295399641351,0.225875624647171,0.063,0.038,0.736624293606395,"SLC4A1AP","boundaries_450","stable"
"MRPL453",0.000149709744255419,-0.1266735255369,0.09,0.059,0.748698431021349,"MRPL45","boundaries_450","stable"
"ADIPOR13",0.000150061772712984,0.105738340143518,0.202,0.153,0.750458925337631,"ADIPOR1","boundaries_450","stable"
"DHFR2",0.00015190900809122,0.198756312841477,0.06,0.036,0.75969694946419,"DHFR","boundaries_450","stable"
"DDX13",0.00015345089499287,-0.151940110109036,0.136,0.096,0.767407925859343,"DDX1","boundaries_450","stable"
"RRP153",0.000154802067677225,0.834075207892884,0.03,0.013,0.7741651404538,"RRP15","boundaries_450","stable"
"SLC5A32",0.000159521527842781,-0.144478360340881,0.127,0.089,0.797767160741749,"SLC5A3","boundaries_450","stable"
"F11R3",0.000163441156956135,-0.113248485717584,0.196,0.146,0.817369225937633,"F11R","boundaries_450","stable"
"NOP22",0.000164669346385148,0.421829775996419,0.061,0.037,0.823511401272125,"NOP2","boundaries_450","stable"
"NFATC43",0.000170140989774498,0.331252456541076,0.055,0.032,0.850875089862265,"NFATC4","boundaries_450","stable"
"ITGB63",0.000172503022541327,-0.294514802551101,0.129,0.09,0.862687615729174,"ITGB6","boundaries_450","stable"
"FMN12",0.000174744407246962,0.34550695447089,0.078,0.051,0.873896780642059,"FMN1","boundaries_450","stable"
"CBL3",0.00017523766212926,0.207724586692146,0.047,0.026,0.876363548308427,"CBL","boundaries_450","stable"
"GDF153",0.000175927580567935,-1.17621366236219,0.02,0.036,0.879813830420243,"GDF15","boundaries_450","stable"
"GZMB3",0.000177800206349427,0.285684689087945,0.059,0.036,0.889178831953483,"GZMB","boundaries_450","stable"
"PTGES33",0.00017882288836353,-0.20340461878592,0.286,0.22,0.894293264706016,"PTGES3","boundaries_450","stable"
"KCNK62",0.000180071337715075,0.569982273451108,0.041,0.022,0.90053675991309,"KCNK6","boundaries_450","stable"
"FH3",0.000180084209752292,-0.145586705374199,0.058,0.034,0.900601132971214,"FH","boundaries_450","stable"
"TERF13",0.000184050773124525,0.284270211438081,0.092,0.062,0.92043791639575,"TERF1","boundaries_450","stable"
"CAT2",0.000185286448097431,-0.774599809823468,0.088,0.116,0.926617526935252,"CAT","boundaries_450","stable"
"PCSK13",0.000185643811364554,1.81781632416919,0.017,0.005,0.928404700634133,"PCSK1","boundaries_450","stable"
"IL162",0.000185722074175254,-0.811336904740485,0.075,0.101,0.928796092950446,"IL16","boundaries_450","stable"
"BAG23",0.000186064707020666,0.15837911732762,0.042,0.022,0.93050959981035,"BAG2","boundaries_450","stable"
"PARP13",0.000189904330320848,-0.101080611840126,0.125,0.088,0.949711555934559,"PARP1","boundaries_450","stable"
"CDK172",0.000197254715324011,-0.107749931471611,0.094,0.062,0.986470831335381,"CDK17","boundaries_450","stable"
"TRIM212",0.000198861291903886,0.116636378754909,0.07,0.044,0.994505320811333,"TRIM21","boundaries_450","stable"
"RGPD13",0.000201753836062277,0.318897170668681,0.077,0.05,1,"RGPD1","boundaries_450","stable"
"HBEGF3",0.000202812789439997,0.408774129743807,0.077,0.05,1,"HBEGF","boundaries_450","stable"
"AGR33",0.000203339087023429,-0.666086134738288,0.02,0.036,1,"AGR3","boundaries_450","stable"
"RAD182",0.000205472235291235,0.253040427239182,0.032,0.015,1,"RAD18","boundaries_450","stable"
"ACKR33",0.000206317174753472,0.884133437079982,0.028,0.012,1,"ACKR3","boundaries_450","stable"
"CAD3",0.000209601885446739,-0.129085879939826,0.067,0.041,1,"CAD","boundaries_450","stable"
"SMARCAL12",0.000209698032860179,0.131744589699528,0.055,0.032,1,"SMARCAL1","boundaries_450","stable"
"NR3C12",0.000213229620491455,0.156317330157623,0.083,0.055,1,"NR3C1","boundaries_450","stable"
"UCHL13",0.00021735082576401,0.716532401228016,0.04,0.021,1,"UCHL1","boundaries_450","stable"
"EIF4G13",0.000219518256080323,-0.134115095875589,0.245,0.186,1,"EIF4G1","boundaries_450","stable"
"NOL4L2",0.000223985583799351,0.35163464688134,0.051,0.029,1,"NOL4L","boundaries_450","stable"
"BRI3BP3",0.000224587300439771,0.114904009586475,0.058,0.034,1,"BRI3BP","boundaries_450","stable"
"TINAG3",0.000225413712802625,1.763175386517,0.013,0.003,1,"TINAG","boundaries_450","stable"
"ZFYVE211",0.000233051072591235,-0.144966422923893,0.054,0.032,1,"ZFYVE21","boundaries_450","stable"
"JAK2",0.000233658842642103,0.310763980469787,0.067,0.042,1,"JAK2","boundaries_450","stable"
"DPYSL23",0.000234890778725808,-0.785271512244313,0.097,0.125,1,"DPYSL2","boundaries_450","stable"
"LPAR13",0.000241850726195732,0.503402286723501,0.026,0.011,1,"LPAR1","boundaries_450","stable"
"DAB23",0.00024422140774871,-0.989124160264147,0.032,0.051,1,"DAB2","boundaries_450","stable"
"HDAC62",0.000246163138101731,0.134212868392587,0.102,0.07,1,"HDAC6","boundaries_450","stable"
"ANKS1A3",0.000246433802195449,0.241388788452639,0.042,0.022,1,"ANKS1A","boundaries_450","stable"
"DUSP232",0.000249237028198099,0.10855122193985,0.084,0.056,1,"DUSP23","boundaries_450","stable"
"GTPBP103",0.000249818185567747,0.575417444759069,0.042,0.022,1,"GTPBP10","boundaries_450","stable"
"CCL193",0.000251358127018159,-1.43022404852868,0.033,0.053,1,"CCL19","boundaries_450","stable"
"PDZK13",0.000251839837160538,1.21561869238386,0.021,0.008,1,"PDZK1","boundaries_450","stable"
"TADA2A2",0.000252116530437248,0.567170421772867,0.05,0.029,1,"TADA2A","boundaries_450","stable"
"PBX32",0.000254617325208481,0.246752500921922,0.042,0.023,1,"PBX3","boundaries_450","stable"
"IL22RA12",0.000257105378406771,1.01768020667305,0.015,0.004,1,"IL22RA1","boundaries_450","stable"
"TRUB13",0.00025830178423356,-0.109076291647213,0.046,0.026,1,"TRUB1","boundaries_450","stable"
"CD43",0.000261303783291114,-0.665755029663918,0.153,0.182,1,"CD4","boundaries_450","stable"
"COIL3",0.000261855975874501,0.312058068407801,0.066,0.041,1,"COIL","boundaries_450","stable"
"RPTOR3",0.000266026294273143,0.379536887310386,0.059,0.036,1,"RPTOR","boundaries_450","stable"
"UMPS1",0.000266029175585199,0.394413497474568,0.049,0.028,1,"UMPS","boundaries_450","stable"
"HEY13",0.000271119113336912,1.06069545744044,0.02,0.007,1,"HEY1","boundaries_450","stable"
"ALDH3A23",0.000271435161969181,-0.876677269580817,0.066,0.091,1,"ALDH3A2","boundaries_450","stable"
"CCDC503",0.000275636223669235,-0.35262859699968,0.147,0.105,1,"CCDC50","boundaries_450","stable"
"RIPK13",0.000277324003493364,0.152566399849553,0.067,0.042,1,"RIPK1","boundaries_450","stable"
"SATB23",0.000283472856929108,1.18248049322674,0.017,0.005,1,"SATB2","boundaries_450","stable"
"STRN33",0.000283669723172088,0.125141984778582,0.116,0.082,1,"STRN3","boundaries_450","stable"
"CGRRF12",0.000284844808837223,0.296995176915875,0.049,0.028,1,"CGRRF1","boundaries_450","stable"
"MEIS33",0.000287025461808802,0.192063813034535,0.088,0.06,1,"MEIS3","boundaries_450","stable"
"MEG33",0.000288868980343298,0.422877638983471,0.033,0.016,1,"MEG3","boundaries_450","stable"
"HNF1B3",0.000296950220049469,0.771754912891446,0.025,0.01,1,"HNF1B","boundaries_450","stable"
"SIRT62",0.000299027107031807,0.925251684073253,0.021,0.008,1,"SIRT6","boundaries_450","stable"
"BACE13",0.000303301498700733,-0.167328357311891,0.058,0.035,1,"BACE1","boundaries_450","stable"
"ZYX3",0.000304512893396065,-0.122549303323479,0.131,0.094,1,"ZYX","boundaries_450","stable"
"AQP73",0.000307997737064322,0.427205029240074,0.041,0.022,1,"AQP7","boundaries_450","stable"
"TTC42",0.000329343441984394,0.25328617179604,0.042,0.023,1,"TTC4","boundaries_450","stable"
"TBX15",0.000329870136878523,1.7153798810312,0.012,0.003,1,"TBX15","boundaries_450","stable"
"OLFML33",0.000331313936390633,0.410414394196621,0.059,0.036,1,"OLFML3","boundaries_450","stable"
"FADS12",0.000332734216094718,0.364922183910178,0.046,0.026,1,"FADS1","boundaries_450","stable"
"RBBP81",0.000334850952946788,-0.315949494052109,0.07,0.045,1,"RBBP8","boundaries_450","stable"
"NCF13",0.000340227454189178,0.23258903859645,0.145,0.109,1,"NCF1","boundaries_450","stable"
"PDGFRA3",0.000342836168103424,0.406328525969482,0.051,0.03,1,"PDGFRA","boundaries_450","stable"
"LRATD23",0.000354226952809019,-0.216362134541705,0.079,0.051,1,"LRATD2","boundaries_450","stable"
"GZMH3",0.000355307159706879,0.137167636820939,0.062,0.039,1,"GZMH","boundaries_450","stable"
"DDX502",0.000357196348175335,-0.114418810448149,0.102,0.071,1,"DDX50","boundaries_450","stable"
"RBMS21",0.000363018434033667,-0.12492114567679,0.09,0.061,1,"RBMS2","boundaries_450","stable"
"FAT13",0.000373330503853711,0.363660292578305,0.05,0.029,1,"FAT1","boundaries_450","stable"
"HBS1L1",0.000378438440631324,0.10787991617551,0.054,0.033,1,"HBS1L","boundaries_450","stable"
"AGTR22",0.00038312709438652,1.25444918787708,0.019,0.007,1,"AGTR2","boundaries_450","stable"
"MAP73",0.000391154378936688,0.296177488769069,0.04,0.022,1,"MAP7","boundaries_450","stable"
"FOXP43",0.000397133299081836,-0.117004715209498,0.064,0.04,1,"FOXP4","boundaries_450","stable"
"CDK162",0.000399052716493302,-0.196740397587132,0.112,0.079,1,"CDK16","boundaries_450","stable"
"SNX83",0.000401028297553849,0.179155370223619,0.037,0.019,1,"SNX8","boundaries_450","stable"
"RSPRY13",0.000411199863781084,-0.102857894286012,0.065,0.041,1,"RSPRY1","boundaries_450","stable"
"ERCC63",0.000413248972957749,0.381446845465908,0.056,0.034,1,"ERCC6","boundaries_450","stable"
"F73",0.000420848310722904,0.223218288819721,0.086,0.059,1,"F7","boundaries_450","stable"
"FXR23",0.00042471723692151,0.174588300624256,0.08,0.053,1,"FXR2","boundaries_450","stable"
"LTB4R23",0.000427963538065785,0.28455728046795,0.046,0.026,1,"LTB4R2","boundaries_450","stable"
"ARNT3",0.000429945563520282,0.116545677769301,0.083,0.056,1,"ARNT","boundaries_450","stable"
"ACVR13",0.000431125395220874,0.291633337598814,0.049,0.028,1,"ACVR1","boundaries_450","stable"
"POLB2",0.000443517801410306,-0.385952672633937,0.053,0.032,1,"POLB","boundaries_450","stable"
"NUP1073",0.000456364971889672,0.150266595303673,0.036,0.019,1,"NUP107","boundaries_450","stable"
"MS4A2",0.000458006205710856,-2.46158104249508,0.005,0.014,1,"MS4A2","boundaries_450","stable"
"FADS23",0.000460654697556494,0.250577990607895,0.06,0.037,1,"FADS2","boundaries_450","stable"
"LANCL23",0.000472508953710207,0.584083338898238,0.024,0.01,1,"LANCL2","boundaries_450","stable"
"CEP853",0.000473085951088421,0.236199440892046,0.046,0.027,1,"CEP85","boundaries_450","stable"
"SPTBN13",0.000479612562153512,-0.221160187164454,0.196,0.147,1,"SPTBN1","boundaries_450","stable"
"COL4A42",0.000481092166414766,-0.944375271678332,0.017,0.031,1,"COL4A4","boundaries_450","stable"
"ULK13",0.000481120001194254,0.207717093671769,0.051,0.031,1,"ULK1","boundaries_450","stable"
"POTEI3",0.000483103846122934,0.662438159529148,0.037,0.02,1,"POTEI","boundaries_450","stable"
"PLAT1",0.000487346338945362,0.554849397757936,0.022,0.009,1,"PLAT","boundaries_450","stable"
"PLD13",0.000487726669625461,0.699251793488336,0.029,0.014,1,"PLD1","boundaries_450","stable"
"PRSS163",0.000490092128781773,0.792432345036004,0.036,0.019,1,"PRSS16","boundaries_450","stable"
"DNAJB123",0.000493346516745409,0.378222140465863,0.054,0.033,1,"DNAJB12","boundaries_450","stable"
"IPO112",0.000494223481038048,0.135221620113123,0.058,0.036,1,"IPO11","boundaries_450","stable"
"ECPAS3",0.000499876931782144,0.153146946284029,0.15,0.112,1,"ECPAS","boundaries_450","stable"
"TMEM1192",0.000502022486937153,0.450715779480146,0.051,0.031,1,"TMEM119","boundaries_450","stable"
"WDR122",0.000513398238428348,0.201545693024541,0.054,0.033,1,"WDR12","boundaries_450","stable"
"CYBB3",0.000515922396735344,0.18003322313528,0.16,0.123,1,"CYBB","boundaries_450","stable"
"VPS37B2",0.000520383444620971,-0.187290603883867,0.087,0.059,1,"VPS37B","boundaries_450","stable"
"IRAK23",0.000522879562860532,0.247101131568565,0.032,0.016,1,"IRAK2","boundaries_450","stable"
"GRWD13",0.000523041760693928,0.142251213890257,0.054,0.033,1,"GRWD1","boundaries_450","stable"
"NUP622",0.000524540269327037,0.161782481131746,0.054,0.033,1,"NUP62","boundaries_450","stable"
"CTSH3",0.000529806733385945,-0.64857854807466,0.113,0.142,1,"CTSH","boundaries_450","stable"
"TTC123",0.000533871428827826,0.290701167545453,0.033,0.017,1,"TTC12","boundaries_450","stable"
"PPARG3",0.000538938923300947,0.134378529790169,0.046,0.027,1,"PPARG","boundaries_450","stable"
"SFRP43",0.000541733817222511,0.680496524805115,0.022,0.009,1,"SFRP4","boundaries_450","stable"
"SYTL23",0.000554362545989856,-0.314834627274619,0.063,0.04,1,"SYTL2","boundaries_450","stable"
"SCIN1",0.000558245745578791,-1.08763559565276,0.008,0.018,1,"SCIN","boundaries_450","stable"
"LRRC453",0.000566955210936758,0.332137761065262,0.042,0.024,1,"LRRC45","boundaries_450","stable"
"NIN3",0.000567831276503708,0.104543137592337,0.095,0.066,1,"NIN","boundaries_450","stable"
"DNAH142",0.000569119042467509,0.913077108275438,0.025,0.011,1,"DNAH14","boundaries_450","stable"
"GPR13",0.000583985809399246,0.534097067734496,0.021,0.009,1,"GPR1","boundaries_450","stable"
"PARD32",0.000587937754267362,-0.155359338053057,0.029,0.014,1,"PARD3","boundaries_450","stable"
"GAL",0.000590903701305812,1.79630147605249,0.01,0.002,1,"GAL","boundaries_450","stable"
"BEAN13",0.000592461884981883,1.13486981382453,0.025,0.011,1,"BEAN1","boundaries_450","stable"
"GRP3",0.000601442309895018,0.568581872932903,0.033,0.017,1,"GRP","boundaries_450","stable"
"HOXA10",0.000609050820767154,1.14669920664085,0.012,0.003,1,"HOXA10","boundaries_450","stable"
"ORC63",0.000616895081857122,0.50700825642654,0.031,0.015,1,"ORC6","boundaries_450","stable"
"SLC39A93",0.000618219708291369,-0.156635543337947,0.129,0.093,1,"SLC39A9","boundaries_450","stable"
"TLR83",0.000626261268577609,0.475837796207831,0.05,0.031,1,"TLR8","boundaries_450","stable"
"CDC25A1",0.000628748140596964,0.519319125701762,0.02,0.008,1,"CDC25A","boundaries_450","stable"
"BRCA23",0.000637106512905322,0.472108394740913,0.035,0.019,1,"BRCA2","boundaries_450","stable"
"NLRP33",0.000644198080901546,0.546116537108725,0.031,0.016,1,"NLRP3","boundaries_450","stable"
"ATPSCKMT1",0.000647108439284903,-0.300419786278176,0.047,0.027,1,"ATPSCKMT","boundaries_450","stable"
"HOXB42",0.000661520310660159,0.563595399031292,0.044,0.026,1,"HOXB4","boundaries_450","stable"
"ZFP571",0.00066927849357706,2.38919220022129,0.011,0.002,1,"ZFP57","boundaries_450","stable"
"PMS12",0.000672640412060483,0.134890780197813,0.074,0.049,1,"PMS1","boundaries_450","stable"
"LILRA53",0.000673717328090456,1.09821757554755,0.027,0.013,1,"LILRA5","boundaries_450","stable"
"CUEDC22",0.000679186635789727,0.199140504768083,0.066,0.043,1,"CUEDC2","boundaries_450","stable"
"NF11",0.000680830718977326,0.2120591832288,0.069,0.045,1,"NF1","boundaries_450","stable"
"EIPR13",0.000682888587080544,0.187599621184381,0.043,0.025,1,"EIPR1","boundaries_450","stable"
"SRSF23",0.000701487762268749,0.128780931129757,0.084,0.058,1,"SRSF2","boundaries_450","stable"
"EPRS3",0.000714883072971951,-0.198055924421849,0.132,0.097,1,"EPRS","boundaries_450","stable"
"RNF312",0.000720600627380928,0.404249210220754,0.054,0.033,1,"RNF31","boundaries_450","stable"
"XPO13",0.00073542347936941,-0.240224554030504,0.169,0.126,1,"XPO1","boundaries_450","stable"
"GNPAT3",0.000738125440251479,0.247116892051041,0.066,0.043,1,"GNPAT","boundaries_450","stable"
"MSR13",0.000740932787322895,-0.777681367363749,0.095,0.12,1,"MSR1","boundaries_450","stable"
"ACAA23",0.000750546550829212,-0.156094749126861,0.11,0.079,1,"ACAA2","boundaries_450","stable"
"BSDC11",0.00075254574222132,0.167612889087224,0.066,0.043,1,"BSDC1","boundaries_450","stable"
"ZBTB162",0.000760244333416424,-1.48383455912565,0.009,0.02,1,"ZBTB16","boundaries_450","stable"
"PHLPP13",0.000766709806315598,0.506104549302397,0.022,0.009,1,"PHLPP1","boundaries_450","stable"
"NAV13",0.000785439238537802,0.305357273961487,0.035,0.019,1,"NAV1","boundaries_450","stable"
"BTN3A13",0.000805003927354955,-0.140150856759697,0.111,0.08,1,"BTN3A1","boundaries_450","stable"
"NCR32",0.000806020167862913,0.799915866682698,0.023,0.01,1,"NCR3","boundaries_450","stable"
"LATS23",0.000814331480519718,0.405300913182274,0.048,0.029,1,"LATS2","boundaries_450","stable"
"RBM103",0.000825330220617335,-0.166711893101317,0.065,0.042,1,"RBM10","boundaries_450","stable"
"TMEM333",0.000834559585947253,-0.244393419381784,0.076,0.051,1,"TMEM33","boundaries_450","stable"
"POTEF3",0.000852316747631736,0.395769221051895,0.036,0.02,1,"POTEF","boundaries_450","stable"
"TMEM1002",0.000857663196088932,-2.31110217910158,0.011,0.021,1,"TMEM100","boundaries_450","stable"
"TMX23",0.000858302238821553,-0.246840050924701,0.178,0.134,1,"TMX2","boundaries_450","stable"
"SLC22A43",0.000869158315672213,0.87397391288792,0.019,0.008,1,"SLC22A4","boundaries_450","stable"
"IL6ST1",0.000874208454132016,-0.149222611984485,0.311,0.245,1,"IL6ST","boundaries_450","stable"
"IFRD12",0.000895519290964735,0.112087345653854,0.049,0.03,1,"IFRD1","boundaries_450","stable"
"SRPX2",0.000897756328549821,0.470857793684018,0.022,0.009,1,"SRPX","boundaries_450","stable"
"UTP233",0.000902042666482374,0.220579570023492,0.062,0.04,1,"UTP23","boundaries_450","stable"
"TXNDC92",0.000911818128104471,-0.26565865012906,0.066,0.043,1,"TXNDC9","boundaries_450","stable"
"ELAC22",0.000915366774362556,0.30583963806749,0.071,0.048,1,"ELAC2","boundaries_450","stable"
"NPC13",0.000918206166551108,-0.402366070055676,0.084,0.057,1,"NPC1","boundaries_450","stable"
"IL21R3",0.000933935606181715,0.45442405915788,0.071,0.048,1,"IL21R","boundaries_450","stable"
"TFPI4",0.000946658472239146,-0.625751286883092,0.104,0.13,1,"TFPI","boundaries_450","stable"
"HMMR3",0.000955606764173953,0.368263939064485,0.032,0.016,1,"HMMR","boundaries_450","stable"
"AP3M23",0.000958167565702181,0.77999395275905,0.025,0.012,1,"AP3M2","boundaries_450","stable"
"ERC12",0.000965528900258169,0.192785360172952,0.067,0.044,1,"ERC1","boundaries_450","stable"
"MAD1L13",0.000965631675214513,0.132254109966213,0.06,0.039,1,"MAD1L1","boundaries_450","stable"
"WDR743",0.00100596644123172,-0.176741301058542,0.063,0.04,1,"WDR74","boundaries_450","stable"
"KIF5B2",0.00101103595509244,-0.196299507105113,0.146,0.108,1,"KIF5B","boundaries_450","stable"
"GXYLT22",0.00102407251986215,0.182791517583104,0.076,0.051,1,"GXYLT2","boundaries_450","stable"
"S1PR13",0.00103112309319877,-0.91715439923262,0.019,0.033,1,"S1PR1","boundaries_450","stable"
"ZC3HAV1L3",0.00103465436924379,0.43948038609299,0.038,0.021,1,"ZC3HAV1L","boundaries_450","stable"
"CD300E2",0.00103789433647011,0.584673021054376,0.031,0.016,1,"CD300E","boundaries_450","stable"
"NUP933",0.00105393187046023,-0.414162744615316,0.047,0.028,1,"NUP93","boundaries_450","stable"
"ABTB22",0.00106835908331758,0.333089664760529,0.023,0.01,1,"ABTB2","boundaries_450","stable"
"PLVAP3",0.00107060016958551,1.00490650998478,0.065,0.044,1,"PLVAP","boundaries_450","stable"
"BUB1B3",0.00107630011488891,0.176079855365731,0.021,0.009,1,"BUB1B","boundaries_450","stable"
"TMTC43",0.00107711555044841,0.457637789364163,0.026,0.013,1,"TMTC4","boundaries_450","stable"
"AGER3",0.00107786466684927,-1.36542464525057,0.03,0.045,1,"AGER","boundaries_450","stable"
"INMT2",0.00108553203239011,-1.02463829905883,0.021,0.034,1,"INMT","boundaries_450","stable"
"CEACAM83",0.00108895149680074,2.11540608730757,0.011,0.003,1,"CEACAM8","boundaries_450","stable"
"E2F41",0.00109918137043518,-0.138102218240651,0.089,0.062,1,"E2F4","boundaries_450","stable"
"SH3BP53",0.00110142575768284,-0.798312592687109,0.05,0.07,1,"SH3BP5","boundaries_450","stable"
"PRODH3",0.00110604826745434,0.434834409959451,0.025,0.011,1,"PRODH","boundaries_450","stable"
"LOXL13",0.00111237494831268,0.141749200787053,0.051,0.031,1,"LOXL1","boundaries_450","stable"
"PROS13",0.00111282651893111,-0.710949666705915,0.036,0.054,1,"PROS1","boundaries_450","stable"
"LAG33",0.00112816354663546,0.321333370225611,0.053,0.034,1,"LAG3","boundaries_450","stable"
"BARD13",0.00113366517271317,-0.137855560019078,0.026,0.013,1,"BARD1","boundaries_450","stable"
"PPM1A2",0.00114831615948018,-0.233295380509418,0.138,0.102,1,"PPM1A","boundaries_450","stable"
"TCF202",0.00115526505651582,-0.181317705466077,0.099,0.071,1,"TCF20","boundaries_450","stable"
"IL17A",0.00116113948885373,0.994210370546535,0.012,0.003,1,"IL17A","boundaries_450","stable"
"TPTE3",0.00117265400513247,0.905419148695874,0.021,0.009,1,"TPTE","boundaries_450","stable"
"ABHD111",0.00117744157497452,0.688203157005248,0.016,0.005,1,"ABHD11","boundaries_450","stable"
"IDH23",0.00120085746740809,-0.174589182162812,0.096,0.068,1,"IDH2","boundaries_450","stable"
"PRR14L3",0.00120658772905365,0.287207453845506,0.047,0.028,1,"PRR14L","boundaries_450","stable"
"WNT33",0.00123401488704527,0.724027249384739,0.024,0.011,1,"WNT3","boundaries_450","stable"
"PRKCZ2",0.00124804839093443,-0.107965377008154,0.064,0.042,1,"PRKCZ","boundaries_450","stable"
"TAB12",0.00125704287220106,0.596143957334006,0.044,0.027,1,"TAB1","boundaries_450","stable"
"SH2D2A3",0.00125784950632166,-0.12013666569131,0.048,0.03,1,"SH2D2A","boundaries_450","stable"
"THYN13",0.00126913126296663,0.257089178488004,0.056,0.036,1,"THYN1","boundaries_450","stable"
"GLIPR23",0.00127300501398955,0.244481166777377,0.066,0.044,1,"GLIPR2","boundaries_450","stable"
"GSTZ11",0.00127390034674411,0.166913009889442,0.047,0.029,1,"GSTZ1","boundaries_450","stable"
"UBAP23",0.00127603188682403,-0.202757881147432,0.046,0.027,1,"UBAP2","boundaries_450","stable"
"CYFIP22",0.00127861128034996,-0.515663757956353,0.05,0.071,1,"CYFIP2","boundaries_450","stable"
"HGH13",0.00129874202414693,0.209075434040415,0.034,0.019,1,"HGH1","boundaries_450","stable"
"NIPSNAP13",0.0013048661155645,-0.186901724311354,0.078,0.054,1,"NIPSNAP1","boundaries_450","stable"
"POU2F12",0.00132910781589231,0.293015368405965,0.05,0.031,1,"POU2F1","boundaries_450","stable"
"MTA13",0.00133610792009999,0.109472390539621,0.081,0.056,1,"MTA1","boundaries_450","stable"
"FKTN3",0.00136310703176249,0.293367904578959,0.022,0.01,1,"FKTN","boundaries_450","stable"
"MIPOL13",0.00139391381164114,0.352559964296191,0.025,0.012,1,"MIPOL1","boundaries_450","stable"
"LAPTM4B3",0.00139658288868601,-0.325486240979682,0.174,0.131,1,"LAPTM4B","boundaries_450","stable"
"FZR13",0.00140226251267733,0.330224658580227,0.038,0.022,1,"FZR1","boundaries_450","stable"
"PRDM13",0.00144674243496125,0.171439263880663,0.088,0.063,1,"PRDM1","boundaries_450","stable"
"TBL22",0.00145425596107542,-0.183218106743622,0.086,0.061,1,"TBL2","boundaries_450","stable"
"SFPQ3",0.00146558000260625,-0.139301896978403,0.218,0.17,1,"SFPQ","boundaries_450","stable"
"ATAD3A",0.00146621613454257,0.657826984480446,0.024,0.011,1,"ATAD3A","boundaries_450","stable"
"SEPTIN93",0.00147830106395744,-0.253524773528416,0.373,0.296,1,"SEPTIN9","boundaries_450","stable"
"GLCCI13",0.00148223456429227,0.210076410615727,0.152,0.119,1,"GLCCI1","boundaries_450","stable"
"CST22",0.00148833184884217,0.774819970846536,0.02,0.009,1,"CST2","boundaries_450","stable"
"CP3",0.00149795410227047,-1.41569415336841,0.02,0.033,1,"CP","boundaries_450","stable"
"TRPC13",0.0015038416726985,0.821860371127568,0.018,0.007,1,"TRPC1","boundaries_450","stable"
"SOCS22",0.00150614216167477,-1.26319129816177,0.03,0.045,1,"SOCS2","boundaries_450","stable"
"SLC25A113",0.00152058615921041,0.262406078216114,0.093,0.067,1,"SLC25A11","boundaries_450","stable"
"NOTCH23",0.00154003613888268,-0.219760150118784,0.214,0.166,1,"NOTCH2","boundaries_450","stable"
