,class,cell
1045,30,gldhimoe-1
1046,30,gpjggcmb-1
1047,30,hbacoagm-1
1048,30,glaoncij-1
1049,30,kbahiglp-1
1050,30,kbbbghmj-1
1051,30,halgdane-1
1052,30,hekflnhd-1
1053,30,gmaldaea-1
1054,30,bjkbgaon-1
1055,30,haojibdb-1
1056,30,gphlgmbb-1
1057,30,gmlmlpcd-1
1058,30,ocekcijh-1
1059,30,gmdiafnd-1
1060,30,kamcndbc-1
1061,30,glcogddm-1
1062,30,ochkdmfg-1
1063,30,cfadphfp-1
1064,30,gmjblpbg-1
1065,30,biihplnf-1
1066,30,gmjnmkjf-1
1067,30,gppjpmpo-1
1068,30,hbafonpl-1
1069,30,bigjchcb-1
1070,30,gkikpcle-1
1071,30,hajpmlip-1
1072,30,hahjbcfm-1
1073,30,gmbcpfpd-1
1074,30,gmjobfhi-1
1075,30,glnbenad-1
1076,30,glhhfokb-1
1077,30,gpighmga-1
1078,30,bjocfonj-1
1079,30,gmkdhnho-1
1080,30,glmflfma-1
1081,30,gpgefkok-1
1082,30,hbaclcff-1
1083,30,gldpbgbc-1
1084,30,gmcnahbg-1
1085,30,cfchikoc-1
1086,30,halifgnf-1
1087,30,hbbjgaoc-1
1088,30,glhknakk-1
1089,30,kbbdakmo-1
1090,30,ocjaadje-1
1091,30,bjellbof-1
1092,30,gmhhigmc-1
1093,30,gmjgcogm-1
1094,30,gmjeflpm-1
1095,30,gloehdee-1
1096,30,hhnlammf-1
1097,30,glhdcpog-1
1098,30,glfjpiba-1
1099,30,hbefgnoo-1
1100,30,glnhbdpd-1
1101,30,gmcfkhon-1
1102,30,hbdecklf-1
1103,30,gldnfcne-1
1104,30,gpmdloja-1
1105,30,gmjmljjb-1
1106,30,gmbcpghi-1
1107,30,gpcbdjom-1
1108,30,gmjpfjjd-1
1109,30,hbdfinag-1
1110,30,bjbkahbe-1
1111,30,hbddpjnj-1
1112,30,hbbmfafo-1
1113,30,glbbbgdd-1
1114,30,glleiikl-1
1115,30,gkihlbkl-1
1116,30,glkglbpl-1
1117,30,bjieknao-1
1118,30,bjflgdnh-1
1119,30,gmilkano-1
1120,30,ocegdeol-1
1121,30,haoljmeg-1
1122,30,glmhamaf-1
1123,30,gphepcgk-1
1124,30,biidieej-1
1125,30,gmcadajc-1
1126,30,gpibgkhp-1
1127,30,gppdfilo-1
1128,30,gmihncnd-1
1129,30,gmkdihjd-1
1130,30,gpclldah-1
1131,30,gpegcdhj-1
1132,30,cfcdfmag-1
1133,30,gpbcnakn-1
1134,30,gmlnblfd-1
1135,30,gpifgahl-1
1136,30,gpjhfmbd-1
1137,30,gmdfochf-1
1138,30,glapdmhe-1
1139,30,hbbpajgj-1
1140,30,hakmhpkm-1
1141,30,cednmdjp-1
1142,30,hbchgplg-1
1143,30,glefbcob-1
1144,30,glfedpee-1
1145,30,gpfaofgj-1
1146,30,gpepgnba-1
1147,30,hapghpea-1
1148,30,gpefmepf-1
1149,30,gpbkhlcp-1
1150,30,hbajcehn-1
1151,30,ocefjbcd-1
1152,30,hekcaffe-1
1153,30,gmdfofhe-1
1154,30,glngalfm-1
1155,30,gmkofceg-1
1156,30,gmdhencm-1
1157,30,glbglide-1
1158,30,glnicnlg-1
1159,30,ocikanah-1
1160,30,gkjmfalh-1
1161,30,gpgijfdg-1
1162,30,haknlpbl-1
1163,30,glcghmkm-1
1164,30,glicjknc-1
1165,30,glpnbkaf-1
1166,30,hbehdjil-1
1167,30,bigjoomm-1
1168,30,bjhibnak-1
1169,30,glfkeakk-1
1170,30,gpejoikj-1
1171,30,gpaedhkl-1
1172,30,bjhhdlgp-1
1173,30,gmbohlil-1
1174,30,gmagajmo-1
1175,30,haokdbfn-1
1176,30,gppagdkd-1
1177,30,bjhkgnab-1
1178,30,gpmeboid-1
1179,30,hekipfoi-1
1180,30,ocgofepd-1
1181,30,gpfnmjgk-1
1182,30,hahfkibl-1
1183,30,gkjfkbim-1
1184,30,gkiinjdf-1
1185,30,glnialnm-1
1186,30,gmbfkana-1
1187,30,gmgpekaj-1
1188,30,gldnohjj-1
1189,30,glnngoga-1
1190,30,cfcgfdjm-1
1191,30,gldkkdaf-1
1192,30,glnhobhe-1
1193,30,bjepefma-1
1194,30,gphkbagn-1
1195,30,hbdhbcmn-1
1196,30,hbabghon-1
1197,30,hbdkoipm-1
1198,30,cfhdiich-1
1199,30,gkikkfal-1
1200,30,hajnjdei-1
1201,30,hbcbegjh-1
1202,30,gkibaeef-1
1203,30,hbdddmmj-1
1204,30,glmiokni-1
1205,30,hbekedpn-1
1206,30,hbbaeaic-1
1207,30,ocikpfnn-1
1208,30,gpcdhhbj-1
1209,30,biiicige-1
1210,30,glnakbfk-1
1211,30,kameillo-1
1212,30,heipgabf-1
1213,30,hekglloe-1
1214,30,bjdcdcji-1
1215,30,gmipfcbl-1
1216,30,gmkjlhpb-1
1217,30,gjbpcgjb-1
1218,30,ceeglnig-1
1219,30,gmldfbcf-1
1220,30,gmaehfmc-1
1221,30,gpcnfkab-1
1222,30,kapncfko-1
1223,30,bjhichao-1
1224,30,hbchbnfg-1
1225,30,glofphpp-1
1226,30,hbdkkepd-1
1227,30,gmdiolap-1
1228,30,hbcehpgd-1
1229,30,glenggfd-1
1230,30,kbchdceb-1
1231,30,glnbghjn-1
1232,30,gldbpbdm-1
1233,30,gmceabhd-1
1234,30,gppiinnc-1
1235,30,gmlciojp-1
1236,30,gpippekp-1
1237,30,cfboiadf-1
1238,30,gpdggiec-1
1239,30,gmklfkbg-1
1240,30,ocibkokl-1
1241,30,kamgkplf-1
1242,30,gmlbokej-1
1243,30,ocichndk-1
1244,30,glflepfk-1
1245,30,hapejnfl-1
1246,30,hbcoafml-1
1247,30,gpcbdogj-1
1248,30,hahgjbkd-1
1249,30,gmajhndm-1
1250,30,glnchobd-1
1251,30,glpbfkdk-1
1252,30,glengmpj-1
1253,30,hbbjdknh-1
1254,30,gpckcoan-1
1255,30,ochdfofm-1
1256,30,cepbnbfn-1
1257,30,gmcglbbd-1
1258,30,gmkolkoj-1
1259,30,hbednhmg-1
1260,30,glnkhean-1
1261,30,cfcppjhg-1
1262,30,cfbpnomh-1
1263,30,gmaegmgo-1
1264,30,hffigfbb-1
1265,30,hfefhjcp-1
1266,30,cefdfboe-1
1267,30,hbcpepaf-1
1268,30,ocelochi-1
1269,30,glbgjbia-1
1270,30,glcigbif-1
1271,30,gldjfhdn-1
1272,30,gpmekcmm-1
1273,30,ceefbkgh-1
1274,30,ceeihnog-1
1275,30,gmileeic-1
1276,30,glkbmlgi-1
1277,30,kbchhaka-1
1278,30,hapmjkbc-1
1279,30,gppbafdj-1
1280,30,glbojbgi-1
1281,30,gphegjok-1
1282,30,gpdodomo-1
1283,30,kapmlbli-1
1284,30,gpokbafd-1
1285,30,hbakfpdo-1
1286,30,gmjfmmaj-1
1287,30,bjfabono-1
1288,30,gmdcidco-1
1289,30,bigdfgcf-1
1290,30,gmimpmho-1
1291,30,gpbdkbfo-1
1292,30,gmkgpfkk-1
1293,30,glmpljek-1
1294,30,gmkfjahf-1
1295,30,gmkhgmkj-1
1296,30,gpcnoheo-1
1297,30,gmeclicf-1
1298,30,hbapdjom-1
1299,30,haoncifd-1
1300,30,glbdjifk-1
1301,30,gmldpgef-1
1302,30,bjgfhebd-1
1303,30,gmaodpdp-1
1304,30,hbamofnp-1
1305,30,kbadjkpp-1
1306,30,gmdkkajn-1
1307,30,glmppemb-1
1308,30,gmajfhcf-1
1309,30,kamdfolj-1
1310,30,bifpkgjk-1
1311,30,bjenokhk-1
1312,30,glhabcde-1
1313,30,hbcfpgek-1
1314,30,gmlcbdkg-1
1315,30,gpdoiomo-1
1316,30,ocikclhe-1
1317,30,bigpdmbm-1
1318,30,hbdfjdkh-1
1319,30,cfccnlfe-1
1320,30,gmfodioo-1
1321,30,gmdcgbba-1
1322,30,ceekagmc-1
1323,30,gldliigb-1
1324,30,gmhlnmbg-1
1325,30,glofdhnb-1
1326,30,gpndekad-1
1327,30,glhphhbg-1
1328,30,cfhemcon-1
1329,30,cedmiaeg-1
1330,30,gpbepkek-1
1331,30,gpfjgaip-1
1332,30,hffdkbjn-1
1333,30,gjefenhm-1
1334,30,gpgmpddm-1
1335,30,bjhihdio-1
1336,30,glcdomen-1
1337,30,gpdiolfg-1
1338,30,glmmeche-1
1339,30,kbaibcja-1
1340,30,haofmloh-1
1341,30,hekegmhh-1
1342,30,glhbfjgb-1
1343,30,cedlbomc-1
1344,30,gliglbeo-1
1345,30,bjflbcah-1
1346,30,ochfljcb-1
1347,30,gpgbgmph-1
1348,30,hbckogco-1
1349,30,bjakimlb-1
1350,30,hbaomjnp-1
1351,30,kbabigke-1
1352,30,gpckhbom-1
1353,30,gpemdbkk-1
1354,30,hejochic-1
1355,30,gpdgiikh-1
1356,30,glmekceh-1
1357,30,gpehfedb-1
1358,30,cedhnpcb-1
1359,30,gldpcmhg-1
1360,30,glkpnkch-1
1361,30,kbcgoimp-1
1362,30,glcimlml-1
1363,30,hahjdpni-1
1364,30,bjgllebm-1
1365,30,gmkhmdgb-1
1366,30,bjdgcldd-1
1367,30,gpbaclnh-1
1368,30,gmiadhgk-1
1369,30,gpjfmnme-1
1370,30,gkjkbbcj-1
1371,30,cfbpacgi-1
1372,30,gmamggnp-1
1373,30,gpcmcdpb-1
1374,30,bjdffkgo-1
1375,30,gkhilccj-1
1376,30,glekjoea-1
1377,30,ocemkikf-1
1378,30,gliakpna-1
1379,30,hffmdmbi-1
1380,30,gmcdolof-1
1381,30,haoofofb-1
1382,30,glkdkofl-1
1383,30,glmgmlke-1
1384,30,hemdnbkh-1
1385,30,gmchcngd-1
1386,30,haobnlnb-1
1387,30,gmilfgek-1
1388,30,gpbpfmca-1
1389,30,bigdlojn-1
1390,30,bigalkba-1
1391,30,gpcnngei-1
1392,30,glkagibj-1
1393,30,bjfbbokp-1
1394,30,gmhjohjl-1
1395,30,bjifbpdh-1
1396,30,gmhidlnd-1
1397,30,gpbfiamk-1
1398,30,bigfnbel-1
1399,30,kbbebogi-1
1400,30,glmoocgc-1
1401,30,gmancgjd-1
1402,30,cepcicaf-1
1403,30,kbaeikhd-1
1404,30,gkibejld-1
1405,30,glmpjcip-1
1406,30,kancojfp-1
1407,30,gmbonfab-1
1408,30,gpeecigc-1
1409,30,ochnaafl-1
1410,30,gjceamdi-1
1411,30,bjgdphnc-1
1412,30,bjkfcpec-1
1413,30,glejnemf-1
1414,30,gljmjnbn-1
1415,30,ceeamchm-1
1416,30,glpeliko-1
1417,30,hbbfedel-1
1418,30,glcfnlkk-1
1419,30,glofkeho-1
1420,30,gpbkjakf-1
1421,30,bigojigc-1
1422,30,glicgijj-1
1423,30,gpelmhfm-1
1424,30,hahoeemk-1
1425,30,bjgebjhk-1
1426,30,heimaohm-1
1427,30,gppepcja-1
1428,30,gpfbfhoc-1
1429,30,kbcmlcck-1
1430,30,gmdcfhpf-1
1431,30,glbegolo-1
1432,30,hbamnpfn-1
1433,30,gkiodadk-1
1434,30,hbbbameh-1
1435,30,glbjoclp-1
1436,30,gmlhgjab-1
1437,30,ceffhhph-1
1438,30,hbblgghm-1
1439,30,kamdfnbe-1
1440,30,kccdfmbe-1
1441,30,glkhjkbf-1
1442,30,gldnmgpo-1
1443,30,cedoacen-1
1444,30,bjjobpbg-1
1445,30,gphigjcg-1
1446,30,gmknffid-1
1447,30,gpfagpck-1
1448,30,glbkfenh-1
1449,30,kbahblfg-1
1450,30,heigoiko-1
1451,30,hbeifelj-1
1452,30,gppjnmfl-1
1453,30,ceofekfa-1
1454,30,gpgdlilc-1
1455,30,gmljmnpo-1
1456,30,cefcdfjm-1
1457,30,kbbbifea-1
1458,30,gmliilhe-1
1459,30,ochpdklm-1
1460,30,bjaklaej-1
1461,30,ockhdmko-1
1462,30,hbeoplcl-1
1463,30,hapchejn-1
1464,30,kanjehgb-1
1465,30,haphmggj-1
1466,30,gkhhoenj-1
1467,30,hekdaili-1
1468,30,gpckbiag-1
1469,30,glknkhbh-1
1470,30,gpglhbhd-1
1471,30,glhgooob-1
1472,30,glihhfgg-1
1473,30,halgbajk-1
1474,30,gpfbjecj-1
1475,30,gppmhnmo-1
1476,30,hapbicmc-1
1477,30,gkifogoe-1
1478,30,bjajneef-1
1479,30,gmhfipmn-1
1480,30,bjinjnlj-1
1481,30,gpbcaflf-1
1482,30,gmhakfgp-1
1483,30,gpclnnfh-1
1484,30,gphccmpm-1
1485,30,bjkchlne-1
1486,30,hahhilpp-1
1487,30,gjcapgfe-1
1488,30,hbebglmk-1
1489,30,gpcpdaac-1
1490,30,kbbobnmd-1
1491,30,bjdcjgnb-1
1492,30,glnfapke-1
1493,30,gpcfddpn-1
1494,30,gloklobk-1
1495,30,bjemjinc-1
1496,30,glhhmnmj-1
1497,30,haobjhdc-1
1498,30,gmhkinck-1
1499,30,gpdamiel-1
1500,30,gpfgdfgi-1
1501,30,gmaibeih-1
1502,30,hbaepbhn-1
1503,30,gpidenmm-1
1504,30,hapdljck-1
1505,30,gmddoekb-1
1506,30,gmbdfkoi-1
1507,30,hbdpdopf-1
1508,30,bjfllnoj-1
1509,30,glclhgge-1
1510,30,gldlbbjm-1
1511,30,gpicdeno-1
1512,30,bjfohkmi-1
1513,30,gmldpnmf-1
1514,30,gpolcihk-1
1515,30,gmcciogi-1
1516,30,glpbabab-1
1517,30,gpghlpok-1
1518,30,glehbpll-1
1519,30,glpdmodi-1
1520,30,gmhnkhej-1
1521,30,bjhkeacg-1
1522,30,gpgnbjgg-1
1523,30,gmaklana-1
1524,30,gmdhhaje-1
1525,30,biifeoeo-1
1526,30,hbboikep-1
1527,30,gmailijl-1
1528,30,glejhjnh-1
1529,30,cfbnjbdk-1
1530,30,gpbphmlj-1
1531,30,glnlgihn-1
1532,30,hejomhmo-1
1533,30,gldbagcd-1
1534,30,ochdlilo-1
1535,30,gliepcmi-1
1536,30,biggogae-1
1537,30,gpdednhi-1
1538,30,glmpcbnn-1
1539,30,ochmapbc-1
1540,30,gkhpekil-1
1541,30,gmalijkd-1
1542,30,cfgmejkc-1
1543,30,glfjinmh-1
1544,30,gmbbnmid-1
1545,30,haophbfm-1
1546,30,hakbacfn-1
1547,30,gpgnpcnc-1
1548,30,gppmjcej-1
1549,30,bjalcaad-1
1550,30,gpbmbffp-1
1551,30,glicfklk-1
1552,30,gpfeidoc-1
1553,30,gmkncekg-1
1554,30,gmcgfpkj-1
1555,30,bjghimfo-1
1556,30,ceooccck-1
1557,30,hbbgknlj-1
1558,30,kamlilai-1
1559,30,gmcoemgh-1
1560,30,gpmpjhhj-1
1561,30,cfcnpnjp-1
1562,30,hfeddmic-1
1563,30,gjcciikf-1
1564,30,gkibnieh-1
1565,30,gliakmjo-1
1566,30,glhpckkg-1
1567,30,gmecahga-1
1568,30,gpnehehn-1
1569,30,ociakmeg-1
1570,30,haopbpjf-1
1571,30,gmkjinhi-1
1572,30,glnbaehc-1
1573,30,gpphpfnj-1
1574,30,gmienkgj-1
1575,30,hekcphnp-1
1576,30,bjkbicep-1
1577,30,gppmkbjj-1
1578,30,ceoemiec-1
1579,30,gmkfmpoa-1
1580,30,cfcggmfm-1
1581,30,gpibnbak-1
1582,30,cfcfckap-1
1583,30,glbcfhid-1
1584,30,glkjfhbd-1
1585,30,kbbkcigk-1
1586,30,hfeeimgp-1
1587,30,ceejgopp-1
1588,30,hapcicpo-1
1589,30,hbeckapo-1
1590,30,hapnfgnf-1
1591,30,gllbnmio-1
1592,30,hbccengn-1
1593,30,bjeocomj-1
1594,30,gmcobkfp-1
1595,30,cfcccofm-1
1596,30,gmdejdci-1
1597,30,gphjefnp-1
1598,30,heinjphh-1
1599,30,glkbmnlc-1
1600,30,hbalkmai-1
1601,30,hfelhhkp-1
1602,30,gljmdlog-1
1603,30,gkjfecee-1
1604,30,bigggibe-1
1605,30,gkjemoec-1
1606,30,glhioooa-1
1607,30,gmbhonlb-1
1608,30,gllhhghl-1
1609,30,gmdeagfm-1
1610,30,glbfdpim-1
1611,30,ceffolfg-1
1612,30,hbcfpljm-1
1613,30,hajplfea-1
1614,30,gmjpglli-1
1615,30,glcbinel-1
1616,30,gmalicpi-1
1617,30,gpccclga-1
1618,30,gpdfakpk-1
1619,30,heilpifh-1
1620,30,gmbhakdn-1
1621,30,ochohfgf-1
1622,30,gmhnhfhd-1
1623,30,gmbgjmmm-1
1624,30,glgkjfff-1
1625,30,glcigafn-1
1626,30,glnpfiac-1
1627,30,biggdean-1
1628,30,ochkglcb-1
1629,30,glbifmmk-1
1630,30,hbalbpal-1
1631,30,ceffmadn-1
1632,30,glhaoohp-1
1633,30,gpfjofnl-1
1634,30,glmgpmml-1
1635,30,gmapkddg-1
1636,30,glnijjcl-1
1637,30,ochkaddm-1
1638,30,haoefodd-1
1639,30,ocekinhe-1
1640,30,hbbijfej-1
1641,30,glbmibno-1
1642,30,gmhgaema-1
1643,30,gmeaippl-1
1644,30,gmkmglob-1
1645,30,hbbhdbkj-1
1646,30,hahnclng-1
1647,30,gpdeokpo-1
1648,30,bjaikllf-1
1649,30,kbclppda-1
1650,30,gpfjldgp-1
1651,30,gkjapgjo-1
1652,30,glgmdlmc-1
1653,30,hbblbhbl-1
1654,30,gpijncle-1
1655,30,kbaohjbn-1
1656,30,ocejfbpc-1
1657,30,oceaonmh-1
1658,30,halgobjj-1
1659,30,hbchjnkn-1
1660,30,glbaimaj-1
1661,30,bjihhldd-1
1662,30,glfhcebd-1
1663,30,gkhodnid-1
1664,30,hbafhjam-1
1665,30,glnnjinc-1
1666,30,ceoojgph-1
1667,30,glhaddkf-1
1668,30,ceepjnpe-1
1669,30,gmjhdbmm-1
1670,30,ocimegkc-1
1671,30,hapnnkce-1
1672,30,kbadilli-1
1673,30,bigfdeol-1
1674,30,hbdpiejo-1
1675,30,gmidgbeg-1
1676,30,ceefkhim-1
1677,30,glkpeocc-1
1678,30,halkelih-1
1679,30,hekcojfk-1
1680,30,gpdmgeej-1
1681,30,gpjafafd-1
1682,30,cfbjdjgl-1
1683,30,glbmeehj-1
1684,30,gmabgfje-1
1685,30,gppjdbnn-1
1686,30,cfccfikp-1
1687,30,gkipedll-1
1688,30,gjcaaohb-1
1689,30,gpfoomkk-1
1690,30,glekmicm-1
1691,30,bjgokhkb-1
1692,30,gmjdhbgj-1
1693,30,gkiakaeb-1
1694,30,gppldihm-1
1695,30,kbakgjfh-1
1696,30,kbbkpbng-1
1697,30,oclbfolg-1
1698,30,gmkblmnf-1
1699,30,hbddpelp-1
1700,30,bigklcja-1
1701,30,gpdldldn-1
1702,30,gloaajpd-1
1703,30,bjggbdmo-1
1704,30,gkjcahcj-1
1705,30,gpbbpiho-1
1706,30,gliigbkk-1
1707,30,glmcdflk-1
1708,30,kbbiejni-1
1709,30,glfkcmoh-1
1710,30,gligpnoj-1
1711,30,gpeibdki-1
1712,30,cfgndadk-1
1713,30,ocekecfh-1
1714,30,gpbippib-1
1715,30,ocgpppdm-1
1716,30,gpooflep-1
1717,30,hbcoijdc-1
1718,30,kbbjkigf-1
1719,30,hfekjfik-1
1720,30,gpciakoh-1
1721,30,gmklejod-1
1722,30,bjinpcde-1
1723,30,gldpfjid-1
1724,30,ocemebng-1
1725,30,gpfedcjb-1
1726,30,hbcedpfo-1
1727,30,hbadmnmo-1
1728,30,gmknfond-1
1729,30,oceilhed-1
1730,30,heinblbh-1
1731,30,bjijajdl-1
1732,30,gmkalikl-1
1733,30,gpglaeme-1
1734,30,heinkgjl-1
1735,30,gpcpmleh-1
1736,30,ochgebld-1
1737,30,gpidgckj-1
1738,30,haogngfp-1
1739,30,ocecmhaj-1
1740,30,gpcogaol-1
1741,30,bjhdnjmi-1
1742,30,gpmndjli-1
1743,30,cedlhebc-1
1744,30,gpdnmgfb-1
1745,30,kammamhh-1
1746,30,gldopebl-1
1747,30,bjcoompo-1
1748,30,glmcldpk-1
1749,30,gpjidlmd-1
1750,30,kapndhmp-1
1751,30,heifnlhh-1
1752,30,kamhbdkk-1
1753,30,bjakpjlm-1
1754,30,gmicfgdi-1
1755,30,gpfgmhjm-1
1756,30,gpfkikoi-1
1757,30,glkhaiia-1
1758,30,bjkaeomg-1
1759,30,gkhkjlpg-1
1760,30,gmcigboi-1
1761,30,glbenpim-1
1762,30,hbadddde-1
1763,30,kancjdbp-1
1764,30,gldhfbfo-1
1765,30,gkjediid-1
1766,30,gmhpdfgj-1
1767,30,haogipfm-1
1768,30,cedekmkb-1
1769,30,gpooibik-1
1770,30,hbbbkeop-1
1771,30,hbdmghjf-1
1772,30,bignhbfi-1
1773,30,cedhhmoa-1
1774,30,gpginkhg-1
1775,30,cfboljgn-1
1776,30,gpepdcll-1
1777,30,hapmfibh-1
1778,30,gmjpknon-1
1779,30,gpmpnbab-1
1780,30,gkhkpbfa-1
1781,30,kbbagpmb-1
1782,30,ceebilpl-1
1783,30,hahlpndm-1
1784,30,hbaphpkd-1
1785,30,ocioonca-1
1786,30,hfekcpli-1
1787,30,glnjeppk-1
1788,30,hakmgabl-1
1789,30,gmafbgkd-1
1790,30,gpokbhfh-1
1791,30,haoiblko-1
1792,30,gloafhni-1
1793,30,gpchfpal-1
1794,30,hffjpkmp-1
1795,30,cfbhagei-1
1796,30,gliccgkc-1
1797,30,gpbkkaej-1
1798,30,oceioknm-1
1799,30,cefdhecn-1
1800,30,glmhchpd-1
1801,30,gmjdgacm-1
1802,30,glblbjdc-1
1803,30,bjilgjoo-1
1804,30,gmlagdmi-1
1805,30,glblfejd-1
1806,30,halhjobf-1
1807,30,bighjfjj-1
1808,30,gmcmppnl-1
1809,30,bkabdafk-1
1810,30,glklgbjg-1
1811,30,gkjanpjc-1
1812,30,hbennkpn-1
1813,30,gmjakdop-1
1814,30,glegipah-1
1815,30,gkhkdfcb-1
1816,30,gmbmlpao-1
1817,30,ceekjiak-1
1818,30,hemeaofg-1
1819,30,ceenfodg-1
1820,30,hbcnpkmo-1
1821,30,glodocbd-1
1822,30,gmchlnnk-1
1823,30,cfbniebn-1
1824,30,bjeplhnh-1
1825,30,ceeoibhh-1
1826,30,hakmjpdc-1
1827,30,gpelnhbh-1
1828,30,glkplapj-1
1829,30,hemejnoe-1
1830,30,glnhhfkc-1
1831,30,ocdmmndp-1
1832,30,bjoeofmn-1
1833,30,cfgoclae-1
1834,30,ceehjgeo-1
1835,30,bjkdenan-1
1836,30,gpbbppec-1
1837,30,hfededjk-1
1838,30,hbbpmfpg-1
1839,30,glejoada-1
1840,30,haoifhdn-1
1841,30,oclakpgk-1
1842,30,hejoejbd-1
1843,30,hbdlgoio-1
1844,30,bjhdombd-1
1845,30,ocejihnn-1
1846,30,bjelldie-1
1847,30,gpeiikjo-1
1848,30,ociknjpl-1
1849,30,gpdnkini-1
1850,30,gpfnlmpj-1
1851,30,hahilkpe-1
1852,30,hakllaak-1
1853,30,glhgpepd-1
1854,30,haochjek-1
1855,30,glocgkie-1
1856,30,gmabhjka-1
1857,30,ocinkkco-1
1858,30,gmdbeaab-1
1859,30,gpgcoajl-1
1860,30,gmljndck-1
1861,30,gleailcn-1
1862,60,henneajd-1
1863,60,cfdcjakf-1
1864,60,gibdbeha-1
1865,60,gklpjlpj-1
1866,60,gknilgdo-1
1867,60,oehgkpib-1
1868,60,heodbnel-1
1869,60,ocdljaod-1
1870,60,hjelbidm-1
1871,60,hgjgeahf-1
1872,60,biikmhke-1
1873,60,ceiakdkd-1
1874,60,gjejbaal-1
1875,60,cfebljnn-1
1876,60,gkljhmji-1
1877,60,bjegfoep-1
1878,60,oegndbll-1
1879,60,hepbpdhc-1
1880,60,hjflpeen-1
1881,60,hjcgjmdg-1
1882,60,gkhelonl-1
1883,60,gikkecjm-1
1884,60,gkdpfgbn-1
1885,60,gjafgbdp-1
1886,60,gjebanpg-1
1887,60,hfckdgcm-1
1888,60,hipjccbj-1
1889,60,gimgklgl-1
1890,60,cehmiaef-1
1891,60,bjcjlchj-1
1892,60,cggpgklh-1
1893,60,glakokmb-1
1894,60,kaoakfhm-1
1895,60,hemnfphd-1
1896,60,cfeimlao-1
1897,60,bjckjlch-1
1898,60,glkeknkf-1
1899,60,cgipohea-1
1900,60,gkfhlibk-1
1901,60,gkjoiobc-1
1902,60,hjfdpncm-1
1903,60,cfeeajnf-1
1904,60,gjiaeofl-1
1905,60,hjfelelh-1
1906,60,ghofljkd-1
1907,60,bilagjml-1
1908,60,hfngkpca-1
1909,60,bjheidbf-1
1910,60,hjfpagkf-1
1911,60,gkapklmm-1
1912,60,kcgbhnpn-1
1913,60,hejeblcl-1
1914,60,hjcdmjkh-1
1915,60,gkfbdcdi-1
1916,60,hemfggep-1
1917,60,ceicgghp-1
1918,60,gjhipkaa-1
1919,60,gkgelfba-1
1920,60,cfibnann-1
1921,60,gjdkekio-1
1922,60,heocjjld-1
1923,60,oeibpfpf-1
1924,60,hfecojki-1
1925,60,kcdiojon-1
1926,60,helpmbnb-1
1927,60,gjdibgfp-1
1928,60,hfoaoeoj-1
1929,60,kaolpged-1
1930,60,gidlhkim-1
1931,60,hejaepnp-1
1932,60,hfeebikd-1
1933,60,gplknjdo-1
1934,60,heiimddg-1
1935,60,glljffkk-1
1936,60,cehikgfb-1
1937,60,cfeanenl-1
1938,60,gkngfhjd-1
1939,60,ocednmpa-1
1940,60,hejoakia-1
1941,60,cgigojpe-1
1942,60,gkgenhfd-1
1943,60,kbkokndc-1
1944,60,kanebjcl-1
1945,60,kbkpcmcg-1
1946,60,bilblabj-1
1947,60,ceenpigd-1
1948,60,gkcehcgb-1
1949,60,cghcjdmc-1
1950,60,glabnbfd-1
1951,60,hjbcgeej-1
1952,60,kbaofjol-1
1953,60,cehemmgj-1
1954,60,ceimainh-1
1955,60,gplelpfa-1
1956,60,henpejag-1
1957,60,hginkhga-1
1958,60,hfpcbmcn-1
1959,60,gkfjnpcn-1
1960,60,kapmieij-1
1961,60,gkkomkbe-1
1962,60,hjcaacha-1
1963,60,gljdadem-1
1964,60,hfcoopbp-1
1965,60,bimcnafp-1
1966,60,kcchmlkl-1
1967,60,gkfgfikc-1
1968,60,gjebhmaj-1
1969,60,ocmlapbj-1
1970,60,gikikhpc-1
1971,60,hfomkieg-1
1972,60,cfhcgfpb-1
1973,60,cfedmnoe-1
1974,60,gkodpbid-1
1975,60,kbanmcpb-1
1976,60,hjedgnhj-1
1977,60,gkeedlpd-1
1978,60,kbklgnkf-1
1979,60,hjdoiejh-1
1980,60,ocdgoloe-1
1981,60,hgjelbdj-1
1982,60,gkgfocal-1
1983,60,cejamajo-1
1984,60,gkakmedo-1
1985,60,gklaaejn-1
1986,60,gkgiifoh-1
1987,60,gkjpdilm-1
1988,60,oehlcnga-1
1989,60,hfdbhbme-1
1990,60,gpjnakcm-1
1991,60,bioddjim-1
1992,60,hjeanmif-1
1993,60,ockkclam-1
1994,60,helhijmn-1
1995,60,hjgchmci-1
1996,60,kccdlfld-1
1997,60,gjhffiip-1
1998,60,hemogngk-1
1999,60,kcfnknfg-1
2000,60,hipfgach-1
2001,60,gimlmbnc-1
2002,60,bihogjca-1
2003,60,cfhlaknn-1
2004,60,gjhmemkj-1
2005,60,bijodgme-1
2006,60,cencpaha-1
2007,60,hgjcckfd-1
2008,60,kbljbkde-1
2009,60,hfebeikc-1
2010,60,oclbpedf-1
2011,60,gkndpaaf-1
2012,60,gpmfilil-1
2013,60,ghpghoph-1
2014,60,glioibfg-1
2015,60,hemlappb-1
2016,60,kcdokeih-1
2017,60,hjdfdjgb-1
2018,60,bimeodgl-1
2019,60,hfnlmgmm-1
2020,60,hjfoahpb-1
2021,60,hgjmckel-1
2022,60,oefbijfb-1
2023,60,hjfciagd-1
2024,60,cfdpjmci-1
2025,60,cffibnih-1
2026,60,gkmfecpf-1
