,X,Y,group
809,-540.4450975687333,692.3658571600664,PSCI_tumor_100
810,-551.6143928828574,733.9728756122794,PSCI_tumor_100
811,-558.9319525278319,776.4269739202064,PSCI_tumor_100
812,-562.3364514350361,819.3723640044489,PSCI_tumor_100
813,-566.6902020213337,949.9848815933847,PSCI_tumor_100
814,-566.507261492348,986.1034954799454,PSCI_tumor_100
815,-562.5976716801399,1076.024061160735,PSCI_tumor_100
816,-562.5976716801399,1152.8737239724926,PSCI_tumor_100
817,-561.785611997785,1180.5076166555384,PSCI_tumor_100
818,-557.431861411487,1254.5213766226022,PSCI_tumor_100
819,-556.3113123727613,1269.4925409007415,PSCI_tumor_100
820,-547.6038112001658,1365.2750537992943,PSCI_tumor_100
821,-541.9457893800261,1406.851379520455,PSCI_tumor_100
822,-530.0058622251844,1472.520978872084,PSCI_tumor_100
823,-527.1805323440368,1529.0275764950384,PSCI_tumor_100
824,-525.9985320230195,1546.2943997519567,PSCI_tumor_100
825,-517.2910308504238,1646.4306632368075,PSCI_tumor_100
826,-510.74890295714914,1693.716541601587,PSCI_tumor_100
827,-498.5953585570261,1757.522649702232,PSCI_tumor_100
828,-491.8225227337188,1855.7287691401882,PSCI_tumor_100
829,-486.0953638261258,1903.3075102659618,PSCI_tumor_100
830,-471.1689093678846,1989.8809461237606,PSCI_tumor_100
831,-471.16890936788457,2332.740132859214,PSCI_tumor_100
832,-469.0491317650386,2377.3561764488586,PSCI_tumor_100
833,-462.461408195289,2446.5272739312304,PSCI_tumor_100
834,-462.461408195289,2585.25766686449,PSCI_tumor_100
835,-460.66782062832505,2626.304779547426,PSCI_tumor_100
836,-455.30072999196506,2667.0390004687483,PSCI_tumor_100
837,-442.97840585740005,2736.86550389795,PSCI_tumor_100
838,-436.3389046775015,2778.915678037307,PSCI_tumor_100
839,-436.33890467750155,2942.265214940915,PSCI_tumor_100
840,-435.9628852524613,2961.073703575677,PSCI_tumor_100
841,-431.6091346661637,3069.9174682331236,PSCI_tumor_100
842,-431.1232701529408,3079.577243316899,PSCI_tumor_100
843,-423.2776529186079,3209.0299276833875,PSCI_tumor_100
844,-423.2776529186079,3708.52531812934,PSCI_tumor_100
845,-419.9255769124536,3764.593657243895,PSCI_tumor_100
846,-406.86432515356034,3873.4374219013403,PSCI_tumor_100
847,-397.9063822146759,3924.3006666015717,PSCI_tumor_100
848,-373.4311714015387,4029.1944272293017,PSCI_tumor_100
849,-361.30487858390677,4132.267916179173,PSCI_tumor_100
850,-357.6489629555597,4230.977638144542,PSCI_tumor_100
851,-353.59845051092924,4277.564987537905,PSCI_tumor_100
852,-344.94419561087835,4323.520309826932,PSCI_tumor_100
853,-331.771656543486,4368.389809368174,PSCI_tumor_100
854,-314.2109083586968,4411.730412706774,PSCI_tumor_100
855,-257.6121507368249,4533.635429123115,PSCI_tumor_100
856,-236.66742665387522,4573.608756131882,PSCI_tumor_100
857,-211.99008513369478,4611.392048134527,PSCI_tumor_100
858,-183.8070661306254,4646.637839073777,PSCI_tumor_100
859,-152.37754882085733,4679.021998484448,PSCI_tumor_100
860,-117.99056811592789,4708.246712290738,PSCI_tumor_100
861,-80.96235661426113,4734.04322159042,PSCI_tumor_100
862,-41.633436434930275,4756.1742942392675,PSCI_tumor_100
863,-0.3654876779778533,4774.436406506316,PSCI_tumor_100
864,42.46197769016247,4788.66161473683,PSCI_tumor_100
865,86.45510593823407,4798.719099810618,PSCI_tumor_100
866,131.2093235627337,4804.516370192417,PSCI_tumor_100
867,176.31305786260697,4806.000112510738,PSCI_tumor_100
868,221.3515218805845,4803.156681843026,PSCI_tumor_100
869,265.9105289037458,4796.0122271982955,PSCI_tumor_100
870,309.58030144406285,4784.632451043304,PSCI_tumor_100
871,379.24031082482884,4762.863698111814,PSCI_tumor_100
872,422.35293472334644,4747.043344361218,PSCI_tumor_100
873,463.71823587239015,4727.096069032042,PSCI_tumor_100
874,502.9422771403516,4703.211837438409,PSCI_tumor_100
875,539.6515134090287,4675.618107991676,PSCI_tumor_100
876,573.4963489825718,4644.577666029474,PSCI_tumor_100
877,604.1544669171842,4610.3861212133,PSCI_tumor_100
878,631.3338985651302,4573.369092327885,PSCI_tumor_100
879,654.7758041006448,4533.879106292523,PSCI_tumor_100
880,657.968072810161,4527.8492653967705,PSCI_tumor_100
881,1105.8749505228109,2509.96027281694,TLS1_0
882,1142.533198464657,2507.923703486837,TLS1_0
883,1223.9959716687597,2507.923703486837,TLS1_0
884,1283.056482241734,2556.801367409299,TLS1_0
885,1319.71473018358,2577.167060710324,TLS1_0
886,1323.7878688437852,2628.0812939628886,TLS1_0
887,1348.226700805016,2664.7395419047343,TLS1_0
888,1354.3364087953237,2695.288081856273,TLS1_0
889,1358.4095474555288,2727.873191137914,TLS1_0
890,1376.738671426452,2764.53143907976,TLS1_0
891,1370.628963436144,2819.5188109925293,TLS1_0
892,1348.226700805016,2848.0307816139657,TLS1_0
893,1303.4221755427595,2888.762168216017,TLS1_0
894,1264.7273582708108,2905.054722856837,TLS1_0
895,1230.1056796590672,2917.2741388374525,TLS1_0
896,1187.3377237269135,2939.6764014685805,TLS1_0
897,1148.6429064549648,2947.822678788991,TLS1_0
