X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,change
SOX2-OT,1.56034280311883e-212,-3.218229687,0.251,0.841,7.80327435839728e-209,SOX2-OT,CD8_Exhausted,down
SLC40A1,1.1472261135387e-195,5.37346261064559,0.63,0.046,5.73727779380706e-192,SLC40A1,CD8_Exhausted,up
LAMC2,2.0172344769099e-117,-3.683773529,0.085,0.533,1.00881896190264e-113,LAMC2,CD8_Exhausted,down
GZMK,3.34241926570979e-101,3.11786137684351,0.444,0.055,1.67154387478147e-97,GZMK,CD8_Exhausted,up
ANXA2,5.03212088476223e-92,1.21340692074397,0.886,0.675,2.51656365446959e-88,ANXA2,CD8_Exhausted,up
ITGA5,6.26099145638397e-74,3.11414913608317,0.359,0.055,3.13112182733763e-70,ITGA5,CD8_Exhausted,up
MMP13,3.6400157913875e-73,-7.153918719,0.005,0.287,1.82037189727289e-69,MMP13,CD8_Exhausted,down
SFRP1,2.71394560246253e-70,-6.772888489,0.003,0.274,1.35724419579151e-66,SFRP1,CD8_Exhausted,down
LAMA3,2.31892702625054e-63,-4.023534674,0.038,0.315,1.1596954058279e-59,LAMA3,CD8_Exhausted,down
VCAM1,3.55292682990502e-60,3.3637712620298,0.279,0.033,1.7768187076355e-56,VCAM1,CD8_Exhausted,up
LDHA,1.04459334290255e-58,0.949998846391379,0.86,0.671,5.22401130785565e-55,LDHA,CD8_Exhausted,up
ITGB4,2.81250507873278e-55,-4.123300279,0.022,0.26,1.40653378987426e-51,ITGB4,CD8_Exhausted,down
VEGFC,1.0896202003521e-54,4.20006048104529,0.212,0.01,5.44919062196085e-51,VEGFC,CD8_Exhausted,up
CD70,1.54836351729912e-52,2.33028402955027,0.312,0.061,7.74336595001289e-49,CD70,CD8_Exhausted,up
PKM,6.8425481384327e-52,0.814990286140604,0.888,0.711,3.42195832403019e-48,PKM,CD8_Exhausted,up
PMAIP1,2.65441519182889e-49,2.1183343945799,0.336,0.085,1.32747303743363e-45,PMAIP1,CD8_Exhausted,up
CD27,7.96690985166518e-49,2.39214058869369,0.3,0.064,3.98425161681776e-45,CD27,CD8_Exhausted,up
AKR1B1,1.05439059739269e-46,1.9487117221035,0.34,0.093,5.27300737756085e-43,AKR1B1,CD8_Exhausted,up
COL5A1,1.57275232771184e-46,1.72588443109102,0.38,0.121,7.86533439088693e-43,COL5A1,CD8_Exhausted,up
NPTN,3.07139631042614e-46,1.71521951578883,0.444,0.178,1.53600529484411e-42,NPTN,CD8_Exhausted,up
THBS1,1.15205932487231e-45,1.81958315975982,0.539,0.282,5.76144868368641e-42,THBS1,CD8_Exhausted,up
LOXL1,2.52605561849047e-45,3.13584333193148,0.23,0.032,1.26328041480708e-41,LOXL1,CD8_Exhausted,up
ITGB6,1.93270847901658e-44,-4.789145829,0.005,0.188,9.66547510356193e-41,ITGB6,CD8_Exhausted,down
GIMAP4,3.44655760565216e-44,1.45587323678944,0.46,0.18,1.72362345858664e-40,GIMAP4,CD8_Exhausted,up
TNC,7.32756651759778e-42,1.83204707708707,0.336,0.102,3.66451601545065e-38,TNC,CD8_Exhausted,up
CD8A,3.03197285072042e-41,0.795289792116835,0.854,0.658,1.51628962264528e-37,CD8A,CD8_Exhausted,up
TFPI,3.8222716351825e-41,3.05355742962639,0.222,0.037,1.91151804475477e-37,TFPI,CD8_Exhausted,up
UBD,4.56029128803056e-40,-2.360751039,0.106,0.331,2.28060167314408e-36,UBD,CD8_Exhausted,down
CCL18,5.12591640637823e-39,1.87169487963587,0.354,0.124,2.56347079482975e-35,CCL18,CD8_Exhausted,up
TNFSF4,2.02198752673689e-38,2.37010158511458,0.286,0.08,1.01119596212112e-34,TNFSF4,CD8_Exhausted,up
F13A1,2.8510658143467e-38,5.66686811375483,0.138,0.002,1.42581801375479e-34,F13A1,CD8_Exhausted,up
LASP1,1.46591846178624e-36,-1.249916362,0.325,0.545,7.33105822739297e-33,LASP1,CD8_Exhausted,down
MXRA7,2.69284561912016e-36,1.20275009827195,0.506,0.254,1.34669209412199e-32,MXRA7,CD8_Exhausted,up
SERPINE1,2.58666379774112e-35,1.8186714458599,0.346,0.132,1.29359056525033e-31,SERPINE1,CD8_Exhausted,up
ENPP2,1.64946395751876e-34,3.75573542616869,0.152,0.013,8.24896925155132e-31,ENPP2,CD8_Exhausted,up
MCAM,1.85601028400116e-34,3.31431049046393,0.162,0.017,9.28190743028982e-31,MCAM,CD8_Exhausted,up
LOX,2.98654735874519e-34,1.81545383906959,0.253,0.066,1.49357233410847e-30,LOX,CD8_Exhausted,up
JUP,5.40097618210909e-34,-3.876629482,0.011,0.161,2.70102818867276e-30,JUP,CD8_Exhausted,down
CKAP4,9.9185800037825e-34,1.46403683576939,0.394,0.172,4.96028185989163e-30,CKAP4,CD8_Exhausted,up
PDGFC,1.10733509712394e-33,2.16898306402755,0.24,0.061,5.5377828207168e-30,PDGFC,CD8_Exhausted,up
ZYX,1.37478249664926e-33,1.08915597140247,0.462,0.216,6.87528726574297e-30,ZYX,CD8_Exhausted,up
PTGS2,2.71743506868928e-32,-6.333336579,0.002,0.134,1.35898927785151e-28,PTGS2,CD8_Exhausted,down
PRNP,4.0806889420373e-32,1.40803812719864,0.377,0.16,2.04075253991285e-28,PRNP,CD8_Exhausted,up
MYH9,6.83822594683813e-32,0.670787636555106,0.819,0.642,3.41979679601375e-28,MYH9,CD8_Exhausted,up
CCL13,1.09410616565839e-31,3.46995486729147,0.148,0.016,5.47162493445761e-28,CCL13,CD8_Exhausted,up
RHOA,2.11222020967287e-31,0.863656794518612,0.631,0.412,1.0563213268574e-27,RHOA,CD8_Exhausted,up
CDH11,1.71758200028761e-30,2.42180431103657,0.199,0.044,8.58962758343832e-27,CDH11,CD8_Exhausted,up
EPCAM,2.70010204596177e-30,-1.95052966,0.092,0.28,1.35032103318548e-26,EPCAM,CD8_Exhausted,down
ALDOA,7.52334167142985e-30,1.30094086296571,0.377,0.166,3.76242316988207e-26,ALDOA,CD8_Exhausted,up
TGM2,8.49833978792267e-30,-2.430609633,0.058,0.228,4.25001972794013e-26,TGM2,CD8_Exhausted,down
DHRS2,1.92239349073332e-29,5.77222516889997,0.106,0.002,9.61388984715735e-26,DHRS2,CD8_Exhausted,up
ANO1,5.5389053986223e-29,-2.44946005,0.05,0.213,2.77000658985101e-25,ANO1,CD8_Exhausted,down
PAEP,8.02299631665578e-29,4.55715468502195,0.11,0.004,4.01230045795955e-25,PAEP,CD8_Exhausted,up
COL4A2,4.10092718450643e-28,-2.473940038,0.057,0.219,2.05087368497167e-24,COL4A2,CD8_Exhausted,down
DDX3Y,8.40421328651417e-28,4.88896386159433,0.105,0.003,4.20294706458573e-24,DDX3Y,CD8_Exhausted,up
HMGA1,1.28808709606755e-27,-1.235510466,0.356,0.52,6.44172356743382e-24,HMGA1,CD8_Exhausted,down
CD59,1.30059133411061e-27,1.36882042241161,0.375,0.178,6.50425726188718e-24,CD59,CD8_Exhausted,up
GRHL2,1.32467252005482e-27,-4.690595169,0.006,0.124,6.62468727279418e-24,GRHL2,CD8_Exhausted,down
ITGA3,2.29855595681665e-27,1.39096661878534,0.383,0.188,1.14950783400401e-23,ITGA3,CD8_Exhausted,up
MAFB,6.49653158074952e-27,1.38467778655494,0.294,0.111,3.24891544353283e-23,MAFB,CD8_Exhausted,up
ENTPD1,7.02463438675493e-27,-2.290690041,0.067,0.228,3.51301965681614e-23,ENTPD1,CD8_Exhausted,down
LOXL2,1.11974482939283e-26,2.06169466075481,0.201,0.053,5.59984389179357e-23,LOXL2,CD8_Exhausted,up
HIF1A,1.38227680631109e-25,0.85326089799011,0.572,0.363,6.91276630836178e-22,HIF1A,CD8_Exhausted,up
CST7,2.97178471042551e-25,1.70579037190574,0.207,0.058,1.4861895336838e-21,CST7,CD8_Exhausted,up
SAMD9,8.31344614992503e-25,-1.871782631,0.103,0.269,4.15755441957751e-21,SAMD9,CD8_Exhausted,down
CD3E,9.63286812353276e-25,0.717384903159356,0.711,0.52,4.81739734857873e-21,CD3E,CD8_Exhausted,up
ITGAE,2.76042154913973e-24,-1.826479068,0.094,0.256,1.38048681672478e-20,ITGAE,CD8_Exhausted,down
PLTP,7.18168015433651e-24,2.81267874895517,0.126,0.018,3.59155824518369e-20,PLTP,CD8_Exhausted,up
GAS6,7.23494292020135e-24,-1.994069973,0.071,0.223,3.61819495439269e-20,GAS6,CD8_Exhausted,down
MX1,1.73296391060661e-23,-1.39477097,0.214,0.393,8.66655251694365e-20,MX1,CD8_Exhausted,down
VAMP3,5.60862014932413e-23,1.2833370435081,0.352,0.178,2.804870936677e-19,VAMP3,CD8_Exhausted,up
EDIL3,1.34623014346907e-22,2.6168281658764,0.136,0.026,6.7324969474888e-19,EDIL3,CD8_Exhausted,up
STAT1,1.81149683913847e-22,0.548574770907616,0.812,0.665,9.05929569253148e-19,STAT1,CD8_Exhausted,up
CTNND1,3.50152816707881e-22,-1.503205423,0.146,0.309,1.75111423635611e-18,CTNND1,CD8_Exhausted,down
H3F3B,3.65589675435908e-22,0.577072374689673,0.78,0.619,1.82831396685497e-18,H3F3B,CD8_Exhausted,up
CYCS,9.8684759589335e-22,1.14449401296251,0.324,0.151,4.93522482706264e-18,CYCS,CD8_Exhausted,up
SLAMF7,1.03147115365186e-21,1.02545722952133,0.344,0.16,5.15838723941297e-18,SLAMF7,CD8_Exhausted,up
GBP5,1.32061315318675e-21,0.826403659643095,0.518,0.315,6.60438637908696e-18,GBP5,CD8_Exhausted,up
CXCL10,1.60332066218175e-21,1.30976886309128,0.295,0.132,8.01820663157095e-18,CXCL10,CD8_Exhausted,up
COL4A1,1.85618554552306e-21,-1.328371627,0.132,0.296,9.28278391316083e-18,COL4A1,CD8_Exhausted,down
MCTP2,2.80275941612729e-21,1.61988398426526,0.205,0.069,1.40165998400526e-17,MCTP2,CD8_Exhausted,up
MTAP,4.25205411708776e-21,1.95109850323499,0.158,0.04,2.12645226395559e-17,MTAP,CD8_Exhausted,up
NF2,1.12318290994768e-20,1.40386266268251,0.259,0.11,5.61703773264833e-17,NF2,CD8_Exhausted,up
AP2M1,1.26487292526264e-20,0.64873853932568,0.636,0.463,6.32562949923844e-17,AP2M1,CD8_Exhausted,up
GNAI2,1.55633549395451e-20,0.817629346062027,0.517,0.322,7.78323380526651e-17,GNAI2,CD8_Exhausted,up
SEMA4B,1.58485978155149e-20,1.78090177484744,0.191,0.063,7.92588376753901e-17,SEMA4B,CD8_Exhausted,up
FOXM1,2.56771299559165e-20,1.4663962902877,0.242,0.096,1.28411326909539e-16,FOXM1,CD8_Exhausted,up
PYGB,2.83641290433379e-20,1.07273827699757,0.408,0.233,1.41849009345733e-16,PYGB,CD8_Exhausted,up
TRIM27,4.26486614828156e-20,-1.660805639,0.082,0.222,2.13285956075561e-16,TRIM27,CD8_Exhausted,down
RTL8C,6.81246249788664e-20,1.51096380322423,0.195,0.066,3.40691249519311e-16,RTL8C,CD8_Exhausted,up
TUBB,8.91756368376094e-20,-0.545971028,0.769,0.812,4.45967359824885e-16,TUBB,CD8_Exhausted,down
CCL8,2.1882391616162e-19,2.42509331226795,0.134,0.032,1.09433840472426e-15,CCL8,CD8_Exhausted,up
CD209,5.07742358903048e-19,2.1382224591398,0.142,0.037,2.53921953687414e-15,CD209,CD8_Exhausted,up
DDR1,8.64037480349699e-19,-2.041624727,0.048,0.167,4.32105143922885e-15,DDR1,CD8_Exhausted,down
PROM2,8.83200121873019e-19,-3.001119711,0.015,0.108,4.41688380948697e-15,PROM2,CD8_Exhausted,down
TNFRSF21,1.31319309120934e-18,-1.61559858,0.086,0.22,6.56727864913788e-15,TNFRSF21,CD8_Exhausted,down
SERPINH1,1.39509638055888e-18,0.929115986940475,0.408,0.243,6.97687699917497e-15,SERPINH1,CD8_Exhausted,up
PIK3R1,1.93201814331949e-18,2.01341414444734,0.124,0.027,9.66202273474076e-15,PIK3R1,CD8_Exhausted,up
PRR13,4.25872903627466e-18,0.884520971807468,0.38,0.209,2.12979039104096e-14,PRR13,CD8_Exhausted,up
MUC1,1.33216738485023e-17,-2.02369695,0.034,0.138,6.66216909163599e-14,MUC1,CD8_Exhausted,down
PSMD3,1.85041615343009e-17,-1.154112837,0.203,0.352,9.2539311833039e-14,PSMD3,CD8_Exhausted,down
RAC1,2.68261422628947e-17,0.49959679367623,0.752,0.609,1.34157537456737e-13,RAC1,CD8_Exhausted,up
LGMN,3.00784450951869e-17,1.36186955829705,0.226,0.095,1.5042230392103e-13,LGMN,CD8_Exhausted,up
ITGA4,4.40954917298648e-17,1.08865499364837,0.258,0.116,2.20521554141054e-13,ITGA4,CD8_Exhausted,up
EIF5A,4.45697586869749e-17,0.69799872203166,0.501,0.324,2.22893363193562e-13,EIF5A,CD8_Exhausted,up
ANXA3,5.3072345077112e-17,-1.319578043,0.11,0.245,2.65414797730637e-13,ANXA3,CD8_Exhausted,down
BACE2,5.45820378249706e-17,2.17518591608126,0.123,0.031,2.72964771162678e-13,BACE2,CD8_Exhausted,up
DST,5.73027014393141e-17,1.12251711490806,0.253,0.115,2.8657080989801e-13,DST,CD8_Exhausted,up
TGFBR2,5.75131130570134e-17,0.818764594225396,0.38,0.212,2.87623078398124e-13,TGFBR2,CD8_Exhausted,up
TUBG1,5.99637977895834e-17,-1.988705962,0.036,0.139,2.99878952745707e-13,TUBG1,CD8_Exhausted,down
SLC2A4RG,7.28265005461344e-17,0.901686204131806,0.359,0.198,3.64205329231218e-13,SLC2A4RG,CD8_Exhausted,up
APMAP,9.88840406405109e-17,1.00922224488176,0.342,0.19,4.94519087243195e-13,APMAP,CD8_Exhausted,up
DAZAP2,1.07493065905751e-16,0.840855388186041,0.391,0.228,5.3757282259466e-13,DAZAP2,CD8_Exhausted,up
VDR,1.22561410365278e-16,-1.805094188,0.047,0.156,6.12929613236756e-13,VDR,CD8_Exhausted,down
FRMD6,1.25747904307099e-16,-2.002332333,0.05,0.159,6.28865269439801e-13,FRMD6,CD8_Exhausted,down
CAVIN3,1.26755528720399e-16,1.55525255480566,0.159,0.052,6.33904399130714e-13,CAVIN3,CD8_Exhausted,up
CTLA4,1.52053281695736e-16,-1.014319519,0.185,0.338,7.60418461760375e-13,CTLA4,CD8_Exhausted,down
CA12,2.06472901049677e-16,2.31964971801525,0.1,0.019,1.03257097814943e-12,CA12,CD8_Exhausted,up
MVP,2.16836934566071e-16,0.777805776083801,0.412,0.249,1.08440150976492e-12,MVP,CD8_Exhausted,up
IGFBP2,2.1890992607789e-16,1.91525988769351,0.118,0.029,1.09476854031553e-12,IGFBP2,CD8_Exhausted,up
SEC13,2.67413313375228e-16,1.00689732412177,0.276,0.134,1.33733398018952e-12,SEC13,CD8_Exhausted,up
MAP4,3.96462638523493e-16,0.786053814567391,0.378,0.217,1.98270965525599e-12,MAP4,CD8_Exhausted,up
ADAMDEC1,5.14468739570351e-16,-2.665593552,0.018,0.102,2.57285816659132e-12,ADAMDEC1,CD8_Exhausted,down
LAG3,6.52525442603298e-16,0.721573804677151,0.441,0.267,3.26327973845909e-12,LAG3,CD8_Exhausted,up
FCGR3A,7.08752940451663e-16,1.59747738269764,0.15,0.049,3.54447345519876e-12,FCGR3A,CD8_Exhausted,up
SOST,1.34493794798024e-15,-0.886613171,0.286,0.436,6.72603467784918e-12,SOST,CD8_Exhausted,down
HRAS,2.90862837702204e-15,1.66813530721128,0.134,0.041,1.45460505134872e-11,HRAS,CD8_Exhausted,up
PAIP2,3.51514091020789e-15,0.916038273389228,0.33,0.187,1.75792196919496e-11,PAIP2,CD8_Exhausted,up
TASOR,4.685683672473e-15,1.14833215647174,0.245,0.117,2.34331040460375e-11,TASOR,CD8_Exhausted,up
RBL2,5.01072388247468e-15,1.08204968011131,0.245,0.117,2.50586301362558e-11,RBL2,CD8_Exhausted,up
PTPRU,5.68209234715112e-15,-2.595112762,0.023,0.106,2.84161438281028e-11,PTPRU,CD8_Exhausted,down
RFTN1,7.14144831965863e-15,1.33622663135362,0.189,0.078,3.57143830466128e-11,RFTN1,CD8_Exhausted,up
GZMA,7.40409104415214e-15,0.521553919449887,0.483,0.304,3.70278593118049e-11,GZMA,CD8_Exhausted,up
CD2AP,8.76609045838866e-15,-1.35973196,0.103,0.223,4.38392183824017e-11,CD2AP,CD8_Exhausted,down
CXCL13,1.06317624196801e-14,-0.776501914,0.287,0.431,5.31694438608204e-11,CXCL13,CD8_Exhausted,down
GZMB,1.83635158985617e-14,-1.045606115,0.328,0.456,9.18359430087073e-11,GZMB,CD8_Exhausted,down
LY96,2.13084734803979e-14,1.23632349880039,0.168,0.064,1.0656367587547e-10,LY96,CD8_Exhausted,up
SH2D1A,3.28455682969207e-14,0.866012784448526,0.303,0.163,1.64260687052901e-10,SH2D1A,CD8_Exhausted,up
SLC7A5,3.30772051678298e-14,-1.573629383,0.077,0.185,1.65419103044317e-10,SLC7A5,CD8_Exhausted,down
MCM3,3.79472961715566e-14,-1.319653823,0.109,0.227,1.89774428153955e-10,MCM3,CD8_Exhausted,down
PTGES3,4.26279246610859e-14,0.603728445004721,0.588,0.436,2.13182251230091e-10,PTGES3,CD8_Exhausted,up
SLCO2B1,5.11602872150462e-14,1.40401645279189,0.177,0.072,2.55852596362446e-10,SLCO2B1,CD8_Exhausted,up
CD163,6.32188734388755e-14,1.45730757577929,0.138,0.046,3.16157586067817e-10,CD163,CD8_Exhausted,up
PSMD2,7.52451643246826e-14,-1.065175955,0.178,0.307,3.76301066787738e-10,PSMD2,CD8_Exhausted,down
CCAR2,8.10574439912932e-14,-1.501907878,0.078,0.185,4.05368277400457e-10,CCAR2,CD8_Exhausted,down
UBE2C,8.93013878109668e-14,1.44701630855736,0.176,0.074,4.46596240442645e-10,UBE2C,CD8_Exhausted,up
FCGR2A,9.63722686732358e-14,0.905467990320754,0.322,0.188,4.81957715634852e-10,FCGR2A,CD8_Exhausted,up
ALG11,1.04045739389708e-13,-1.707477954,0.065,0.166,5.20332742687929e-10,ALG11,CD8_Exhausted,down
CDK4,1.21730725357018e-13,1.24222164760882,0.179,0.074,6.08775357510449e-10,CDK4,CD8_Exhausted,up
ITGAL,1.27801845405129e-13,0.812842417030088,0.341,0.2,6.3913702887105e-10,ITGAL,CD8_Exhausted,up
LIPG,1.43170363431413e-13,1.82278729130081,0.107,0.03,7.15994987520495e-10,LIPG,CD8_Exhausted,up
CBX3,1.81364236690424e-13,0.733264940324867,0.437,0.289,9.07002547688812e-10,CBX3,CD8_Exhausted,up
TKT,2.12212885878182e-13,0.736862180434395,0.396,0.253,1.06127664227679e-09,TKT,CD8_Exhausted,up
MFGE8,2.47880639503452e-13,1.26933215124409,0.17,0.07,1.23965107815677e-09,MFGE8,CD8_Exhausted,up
PRKDC,2.49706972093786e-13,-1.101978119,0.176,0.302,1.24878456744103e-09,PRKDC,CD8_Exhausted,down
CREG1,2.70474367867052e-13,0.758827752974823,0.294,0.159,1.35264231370313e-09,CREG1,CD8_Exhausted,up
SKP1,3.54479825742396e-13,0.96120388345402,0.264,0.139,1.77275360853772e-09,SKP1,CD8_Exhausted,up
PROCR,3.61117213623615e-13,1.97610810909008,0.117,0.037,1.8059471853317e-09,PROCR,CD8_Exhausted,up
NAP1L4,4.27713358500248e-13,0.740339539519567,0.33,0.193,2.13899450585974e-09,NAP1L4,CD8_Exhausted,up
NUCB2,5.76983665567791e-13,1.11050735268018,0.215,0.105,2.88549531150452e-09,NUCB2,CD8_Exhausted,up
DKK3,5.91940112354505e-13,1.298933741,0.16,0.064,2.96029250188488e-09,DKK3,CD8_Exhausted,up
HPRT1,7.16623736545096e-13,1.41474485376402,0.147,0.056,3.58383530646203e-09,HPRT1,CD8_Exhausted,up
IL10RA,8.85895531432769e-13,1.00727945726634,0.224,0.11,4.43036355269528e-09,IL10RA,CD8_Exhausted,up
FCGR3B,9.17258138083195e-13,1.02525778235049,0.19,0.085,4.58720794855406e-09,FCGR3B,CD8_Exhausted,up
GLUD1,9.23887540047691e-13,0.911384105575309,0.3,0.171,4.6203615877785e-09,GLUD1,CD8_Exhausted,up
EHMT2,1.43190345631476e-12,-1.499067195,0.05,0.14,7.16094918503009e-09,EHMT2,CD8_Exhausted,down
ARF6,1.48568924217357e-12,0.678021700434338,0.42,0.277,7.42993190011e-09,ARF6,CD8_Exhausted,up
PTPRF,1.6150471008572e-12,-1.376419797,0.095,0.2,8.07685055138684e-09,PTPRF,CD8_Exhausted,down
ENG,1.79362788091624e-12,1.47258205250106,0.134,0.049,8.96993303246213e-09,ENG,CD8_Exhausted,up
PRRC2A,1.95651436453585e-12,-0.911583322,0.241,0.36,9.78452833704381e-09,PRRC2A,CD8_Exhausted,down
VDAC1,2.34826841347178e-12,0.920580947741778,0.276,0.155,1.17436903357724e-08,VDAC1,CD8_Exhausted,up
TSPAN3,2.94296204809129e-12,1.0168401585135,0.245,0.131,1.47177532025046e-08,TSPAN3,CD8_Exhausted,up
SPATS2L,2.98052954688295e-12,0.672566289378607,0.409,0.27,1.49056282639616e-08,SPATS2L,CD8_Exhausted,up
NUTF2,3.63522415906104e-12,0.853359324684685,0.276,0.154,1.81797560194643e-08,NUTF2,CD8_Exhausted,up
GART,4.45576105594204e-12,-1.477726076,0.093,0.193,2.22832610407662e-08,GART,CD8_Exhausted,down
CD68,4.72874443780333e-12,0.844545089787447,0.299,0.175,2.36484509334545e-08,CD68,CD8_Exhausted,up
GPBP1,5.74681696655573e-12,0.956029471247316,0.23,0.119,2.87398316497452e-08,GPBP1,CD8_Exhausted,up
XPO6,6.06767500524901e-12,0.9328177619228,0.211,0.103,3.03444427012503e-08,XPO6,CD8_Exhausted,up
IFI35,6.36966381133572e-12,-1.123677957,0.151,0.261,3.185468872049e-08,IFI35,CD8_Exhausted,down
GPR174,6.77159870077399e-12,0.851116408671564,0.27,0.149,3.38647651025707e-08,GPR174,CD8_Exhausted,up
TOP2A,7.04307282763278e-12,-1.320440258,0.122,0.227,3.52224072109915e-08,TOP2A,CD8_Exhausted,down
RNF187,7.84835025233534e-12,0.668287150375241,0.33,0.201,3.9249599611929e-08,RNF187,CD8_Exhausted,up
HECA,8.16550375805793e-12,0.869573369434832,0.279,0.159,4.08356842940477e-08,HECA,CD8_Exhausted,up
PLP2,8.42721665022082e-12,-0.828358456,0.306,0.422,4.21445104677543e-08,PLP2,CD8_Exhausted,down
EID1,9.08194047587894e-12,1.10375353101541,0.216,0.11,4.54187843198706e-08,EID1,CD8_Exhausted,up
STMN3,9.55290621410224e-12,1.25517768256383,0.125,0.045,4.77740839767253e-08,STMN3,CD8_Exhausted,up
EIF4A3,9.60911156496645e-12,-1.14575469,0.114,0.221,4.80551669363972e-08,EIF4A3,CD8_Exhausted,down
TGFB1I1,1.17614046254339e-11,1.2587302108372,0.111,0.037,5.88187845317949e-08,TGFB1I1,CD8_Exhausted,up
TMEM14C,1.20811789253995e-11,-0.943027807,0.25,0.367,6.04179758059229e-08,TMEM14C,CD8_Exhausted,down
TNFRSF12A,1.43060139234538e-11,1.3990015217254,0.142,0.058,7.15443756311923e-08,TNFRSF12A,CD8_Exhausted,up
CDC27,1.45167843477936e-11,-1.170584819,0.114,0.218,7.25984385233159e-08,CDC27,CD8_Exhausted,down
CSNK1A1,1.49318790834248e-11,0.805550563773782,0.313,0.189,7.46743272962072e-08,CSNK1A1,CD8_Exhausted,up
CDKN1A,1.56841595202484e-11,-0.883099374,0.324,0.426,7.84364817607624e-08,CDKN1A,CD8_Exhausted,down
NEPRO,1.64145359915698e-11,1.25329480553406,0.142,0.057,8.20890944938405e-08,NEPRO,CD8_Exhausted,up
SDHA,1.7540543895256e-11,-0.897132797,0.249,0.365,8.77202600201753e-08,SDHA,CD8_Exhausted,down
VEGFB,1.84514409157698e-11,0.817836430331761,0.293,0.173,9.22756560197646e-08,VEGFB,CD8_Exhausted,up
PTK2B,1.89219653314928e-11,-1.091339605,0.126,0.234,9.46287486227953e-08,PTK2B,CD8_Exhausted,down
IKZF1,2.45699057141215e-11,0.79025320810674,0.278,0.159,1.22874098476322e-07,IKZF1,CD8_Exhausted,up
CD8B,2.6019020968002e-11,1.18335221261143,0.168,0.076,1.30121123860978e-07,CD8B,CD8_Exhausted,up
ADAM9,2.71393681293575e-11,0.56632917666462,0.414,0.28,1.35723980014917e-07,ADAM9,CD8_Exhausted,up
UBE2D2,3.1361481217218e-11,1.02932130081376,0.229,0.124,1.56838767567307e-07,UBE2D2,CD8_Exhausted,up
TNFRSF9,3.1757199688926e-11,0.529191138969004,0.372,0.231,1.58817755644319e-07,TNFRSF9,CD8_Exhausted,up
TMEM173,3.23706705473868e-11,1.0634824306246,0.194,0.095,1.61885723407481e-07,TMEM173,CD8_Exhausted,up
IL2RG,5.12610686697914e-11,0.576972954993114,0.483,0.347,2.56356604417627e-07,IL2RG,CD8_Exhausted,up
STAT3,5.79908312477921e-11,-0.953911557,0.211,0.323,2.90012147070208e-07,STAT3,CD8_Exhausted,down
GXYLT2,5.9045676004242e-11,1.51438237792454,0.1,0.032,2.95287425697214e-07,GXYLT2,CD8_Exhausted,up
YES1,6.38585053135716e-11,-1.1611826,0.149,0.252,3.19356385073172e-07,YES1,CD8_Exhausted,down
VDAC2,7.49736108394223e-11,0.819710574656173,0.279,0.164,3.74943027807951e-07,VDAC2,CD8_Exhausted,up
CDC42,8.2197467737784e-11,0.589082721955241,0.464,0.33,4.11069536156658e-07,CDC42,CD8_Exhausted,up
MAPRE2,9.0635325210664e-11,0.977864868520601,0.194,0.096,4.53267261378531e-07,MAPRE2,CD8_Exhausted,up
TAP2,9.25743288642059e-11,-0.812465474,0.281,0.391,4.62964218649894e-07,TAP2,CD8_Exhausted,down
LYN,1.02440097644391e-10,1.29050406131743,0.154,0.069,5.12302928319599e-07,LYN,CD8_Exhausted,up
UBAP2L,1.02724108999582e-10,0.822063215263991,0.26,0.151,5.13723269106909e-07,UBAP2L,CD8_Exhausted,up
ITPR3,1.08020801362034e-10,-1.09845735,0.131,0.232,5.40212027611533e-07,ITPR3,CD8_Exhausted,down
GNS,1.42179088210185e-10,0.70705847050588,0.287,0.17,7.11037620139136e-07,GNS,CD8_Exhausted,up
ITGA6,1.44506005607168e-10,-0.841989768,0.266,0.382,7.22674534041449e-07,ITGA6,CD8_Exhausted,down
NDRG1,1.46016207029315e-10,1.21823594509437,0.186,0.093,7.30227051353605e-07,NDRG1,CD8_Exhausted,up
ITM2A,1.56286275525873e-10,1.01033350592533,0.226,0.124,7.8158766390489e-07,ITM2A,CD8_Exhausted,up
KHDRBS1,1.59153555878485e-10,0.597225374391118,0.348,0.22,7.95926932948303e-07,KHDRBS1,CD8_Exhausted,up
CCNB1,1.72963925435244e-10,1.1854997262548,0.17,0.082,8.64992591101654e-07,CCNB1,CD8_Exhausted,up
CDC6,1.79798599492898e-10,-1.780180853,0.036,0.108,8.99172796063984e-07,CDC6,CD8_Exhausted,down
BLVRA,2.2955611113416e-10,0.871813661300005,0.192,0.095,1.14801011178194e-06,BLVRA,CD8_Exhausted,up
IL18,2.33042302394134e-10,1.49430330990825,0.108,0.039,1.16544455427306e-06,IL18,CD8_Exhausted,up
SDC3,2.64897433954755e-10,1.27767240529431,0.151,0.069,1.32475206720773e-06,SDC3,CD8_Exhausted,up
RARA,3.00820156103288e-10,-1.311586236,0.068,0.153,1.50440160067254e-06,RARA,CD8_Exhausted,down
IL6ST,5.15129566127517e-10,0.617340519047793,0.371,0.247,2.57616296020371e-06,IL6ST,CD8_Exhausted,up
PHB2,5.3833821694142e-10,0.734114051695518,0.31,0.194,2.69222942292404e-06,PHB2,CD8_Exhausted,up
CD38,5.84090379285038e-10,0.739313406358439,0.266,0.159,2.92103598680448e-06,CD38,CD8_Exhausted,up
LTBR,6.40711516801837e-10,1.06205974194966,0.143,0.063,3.20419829552599e-06,LTBR,CD8_Exhausted,up
